CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,
chr12,151453, YLRNAGNAG1C, - Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated,,,,
chr12,152081, YLRNAGNAG1C, - Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated,,,,
chr12,168678,NAG,NAG,,,,,
chr12,168681,NAG,NAG,,,,,
chr12,174195, YLRNAG14C,PPR1 - Zinc finger transcription factor containing a Zn(2)-Cys(6) binuclear cluster domain, positively regulates transcription of genes involved in uracil biosynthesis; activity may be modulated by interaction with Tup1p,,,,
chr12,177586,NAG,NAG,,,,,
chr12,178474, YLRNAG17W,MEU1 - Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression,,,,
chr12,178531, YLRNAG17W,MEU1 - Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression,,,,
chr12,179121, YLRNAG18C,POM34 - Integral membrane protein of the nuclear pore; has an important role in maintaining the architecture of the pore complex,,,,,
chr12,179135, YLRNAG18C,POM34 - Integral membrane protein of the nuclear pore; has an important role in maintaining the architecture of the pore complex,,,,,
chr12,180683, YLRNAG19W,PSR2 - Functionally redundant Psr1p homolog, a plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p,,,
chr12,180796, YLRNAG19W,PSR2 - Functionally redundant Psr1p homolog, a plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p,,,
chr12,180960, YLRNAG19W,PSR2 - Functionally redundant Psr1p homolog, a plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p,,,
chr12,186083, YLRNAG23C,IZH3 - Membrane protein involved in zinc ion homeostasis, member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity,,
chr12,193517,NAG,NAG,,,,,
chr12,196750,NAG,NAG,,,,,
chr12,246210,NAG,NAG,,,,,
chr12,251194,NAG,NAG,,,,,
chr12,280996,NAG,NAG,,,,,
chr12,298644, YLRNAG84C,RAX2 - N-glycosylated protein involved in the maintenance of bud site selection during bipolar budding; localization requires Rax1p; RAX2 mRNA stability is regulated by Mpt5p,,,,,
chr12,299209, YLRNAG84C,RAX2 - N-glycosylated protein involved in the maintenance of bud site selection during bipolar budding; localization requires Rax1p; RAX2 mRNA stability is regulated by Mpt5p,,,,,
chr12,299734, YLRNAG84C,RAX2 - N-glycosylated protein involved in the maintenance of bud site selection during bipolar budding; localization requires Rax1p; RAX2 mRNA stability is regulated by Mpt5p,,,,,
chr12,302332, YLRNAG86W,SMC4 - Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,,,,,
chr12,302764, YLRNAG86W,SMC4 - Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,,,,,
chr12,305324, YLRNAG86W,SMC4 - Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,,,,,
chr12,306415, YLRNAG86W,SMC4 - Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,,,,,
chr12,306620,NAG,NAG,,,,,
chr12,310983, YLRNAG87C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,
chr12,313107, YLRNAG87C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,
chr12,313374, YLRNAG87C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,
chr12,313848, YLRNAG87C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,
chr12,315383, YLRNAG87C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,
chr12,328635, YLRNAG94C,GIS3 - Protein of unknown function,,,,,
chr12,329729, YLRNAG95C,IOC2 - Member of a complex (Isw1b) with Isw1p and Ioc4p that exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing, contains a PHD finger motif,,,,
chr12,331273, YLRNAG95C,IOC2 - Member of a complex (Isw1b) with Isw1p and Ioc4p that exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing, contains a PHD finger motif,,,,
chr12,370487, YLR111W, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,
chr12,421496,NAG,NAG,,,,,
chr12,423554, YLR14NAGW, - Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I,,,,,
chr12,52618,NAG,NAG,,,,,
chr12,545933,NAG,NAG,,,,,
chr12,566355,NAG,NAG,,,,,
chr12,566432,NAG,NAG,,,,,
chr12,566615,NAG,NAG,,,,,
chr12,577607, YLR22NAGW,CCC1 - Putative vacuolar Fe2+/Mn2+ transporter; suppresses respiratory deficit of yfh1 mutants, which lack the ortholog of mammalian frataxin, by preventing mitochondrial iron accumulation,,,
chr12,581793,NAG,NAG,,,,,
chr12,581795,NAG,NAG,,,,,
chr12,583188, YLR223C,IFH1 - Coactivator that regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing,,,,
chr12,583229, YLR223C,IFH1 - Coactivator that regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing,,,,
chr12,589563, YLR226W,BUR2 - Cyclin for the Sgv1p (Bur1p) protein kinase; Sgv1p and Bur2p comprise a CDK-cyclin complex involved in transcriptional regulation through its phosphorylation of the carboxy-terminal domain of the largest subunit of RNA polymerase II,,,,,
chr12,592578, tL(UAG)L1, - tRNA-Leu,,,,,
chr12,599111,NAG,NAG,,,,,
chr12,607637, YLR233C,EST1 - TLC1 RNA-associated factor involved in telomere length regulation as recruitment subunit of telomerase; has G-quadruplex promoting activity that is required for telomere elongation; possible role in activating telomere-bound Est2p-TLC1-RNA,,,,,
chr12,607998, YLR233C,EST1 - TLC1 RNA-associated factor involved in telomere length regulation as recruitment subunit of telomerase; has G-quadruplex promoting activity that is required for telomere elongation; possible role in activating telomere-bound Est2p-TLC1-RNA,,,,,
chr12,611812, YLR235C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene TOP3,,,,
chr12,611994, YLR236C, - Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,
chr12,623830, ARS1219, - Putative replication origin, identified in multiple array studies, not yet confirmed by plasmid-based assay,,,
chr12,625055,NAG,NAG,,,,,
chr12,626422,NAG,NAG,,,,,
chr12,627543, YLR246W,ERF2 - Subunit of a palmitoyltransferase, composed of Erf2p and Shr5p, that adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; mutants partially mislocalize Ras2p to the vacuole,,,
chr12,628271,NAG,NAG,,,,,
chr12,628349,NAG,NAG,,,,,
chr12,628361,NAG,NAG,,,,,
chr12,629690, YLR247C,IRC2 - Putative helicase; localizes to the mitochondrion and the nucleus; YLR247C is not an essential gene; null mutant displays increased levels of spontaneous Rad52p foci,,,,,
chr12,629974, YLR247C,IRC2 - Putative helicase; localizes to the mitochondrion and the nucleus; YLR247C is not an essential gene; null mutant displays increased levels of spontaneous Rad52p foci,,,,,
chr12,632910, YLR247C,IRC2 - Putative helicase; localizes to the mitochondrion and the nucleus; YLR247C is not an essential gene; null mutant displays increased levels of spontaneous Rad52p foci,,,,,
chr12,634698, YLR248W,RCK2 - Protein kinase involved in the response to oxidative and osmotic stress; identified as suppressor of S. pombe cell cycle checkpoint mutations; similar to CaM (calmodulin) kinases,,,,,
chr12,635234, YLR248W,RCK2 - Protein kinase involved in the response to oxidative and osmotic stress; identified as suppressor of S. pombe cell cycle checkpoint mutations; similar to CaM (calmodulin) kinases,,,,,
chr12,636551,NAG,NAG,,,,,
chr12,641481, YLR251W,SYM1 - Protein required for ethanol metabolism; induced by heat shock and localized to the inner mitochondrial membrane; homologous to mammalian peroxisomal membrane protein Mpv17,,,,,
chr12,645754, YLR255C, - Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,
chr12,645780, YLR255C, - Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,
chr12,649837, YLR256W,HAP1 - Zinc finger transcription factor involved in the complex regulation of gene expression in response to levels of heme and oxygen; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus,,,,,
chr12,650212, YLR256W,HAP1 - Zinc finger transcription factor involved in the complex regulation of gene expression in response to levels of heme and oxygen; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus,,,,,
chr12,658599,NAG,NAG,,,,,
chr12,659470, YLR257W, - Putative protein of unknown function,,,,,
chr12,660194,NAG,NAG,,,,,
chr12,661864, YLR258W,GSY2 - Glycogen synthase, similar to Gsy1p; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cAMP-dependent, Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase
chr12,668241, YLR261C,VPS63 - Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene YPT6; deletion causes a vacuolar protein sorting defect,,,,
chr12,668244, YLR261C,VPS63 - Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene YPT6; deletion causes a vacuolar protein sorting defect,,,,
chr12,672293, YLR263W,RED1 - Protein component of the synaptonemal complex axial elements, involved in chromosome segregation during the first meiotic division; critical for coupling checkpoint signaling to SC formation; interacts with Hop1p, Mec3p and Ddc1p,,,
chr12,672355, YLR263W,RED1 - Protein component of the synaptonemal complex axial elements, involved in chromosome segregation during the first meiotic division; critical for coupling checkpoint signaling to SC formation; interacts with Hop1p, Mec3p and Ddc1p,,,
chr12,674079,NAG,NAG,,,,,
chr12,675407, YLR265C,NEJ1 - Protein involved in regulation of nonhomologous end joining; interacts with DNA ligase IV components Dnl4p and Lif1p; repressed by MAT heterozygosity; regulates cellular distribution of Lif1p,,,,,
chr12,677241, YLR266C,PDR8 - Transcription factor; targets include ATP-binding cassette (ABC) transporters, major facilitator superfamily transporters, and other genes involved in the pleiotropic drug resistance (PDR) phenomenon,,,
chr12,723168, YLR296W, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,
chr12,757478, YLR311C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,
chr12,823338,NAG,NAG,,,,,
chr12,833744,NAG,NAG,,,,,
chr13,10120,NAG,NAG,,,,,
chr13,10131,NAG,NAG,,,,,
chr13,10148,NAG,NAG,,,,,
chr13,10479, YML131W, - Putative protein of unknown function with similarity to medium chain dehydrogenase/reductases; expression induced by stresses including osmotic shock, DNA damaging agents, and other chemicals; GFP-fusion protein localizes to the cytoplasm,,,
chr13,12440, YML13NAGC,ERO1 - Thiol oxidase required for oxidative protein folding in the endoplasmic reticulum,,,,,
chr13,232832, YMLNAG2NAGW, - Putative protein of unknown function,,,,,
chr13,235023, YMLNAG18C, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML18C is not an essential gene,,,,,
chr13,236652, YMLNAG17W,PSP2 - Asn rich cytoplasmic protein that contains RGG motifs; high-copy suppressor of group II intron-splicing defects of a mutation in MRS2 and of a conditional mutation in POL1 (DNA polymerase alpha); possible role in mitochondrial mRNA splicing,,,,,
chr13,238788,NAG,NAG,,,,,
chr13,238789,NAG,NAG,,,,,
chr13,241854,NAG,NAG,,,,,
chr13,25233, YML123C,PHO84 - High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p,,,,,
chr13,308479, YMRNAG17W,SPO2 - Meiosis-specific subunit of the t-SNARE complex, required for prospore membrane formation during sporulation; similar to but not functionally redundant with Sec9p; SNAP-25 homolog,,,,
chr13,321328,NAG,NAG,,,,,
chr13,325905, YMRNAG27W, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR27W is not an essential gene,,,,,
chr13,437392, YMRNAG84W, - Putative protein of unknown function; YMR84W and adjacent ORF YMR85W are merged in related strains,,,,,
chr13,438648, YMRNAG85W, - Putative protein of unknown function; YMR85W and adjacent ORF YMR84W are merged in related strains,,,,,
chr13,511310,NAG,NAG,,,,,
chr13,512087,NAG,NAG,,,,,
chr13,51358,NAG,NAG,,,,,
chr13,52335, YML1NAG9W,ZDS2 - Protein with a role in regulating Swe1p-dependent polarized growth; interacts with Cdc55p; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; paralog of Zds1p,,,,,
chr13,524154, YMR128W,ECM16 - Essential DEAH-box ATP-dependent RNA helicase specific to the U3 snoRNP, predominantly nucleolar in distribution, required for 18S rRNA synthesis,,,
chr13,524617, YMR128W,ECM16 - Essential DEAH-box ATP-dependent RNA helicase specific to the U3 snoRNP, predominantly nucleolar in distribution, required for 18S rRNA synthesis,,,
chr13,527250, YMR128W,ECM16 - Essential DEAH-box ATP-dependent RNA helicase specific to the U3 snoRNP, predominantly nucleolar in distribution, required for 18S rRNA synthesis,,,
chr13,528895, YMR129W,POM152 - Nuclear pore membrane glycoprotein; may be involved in duplication of nuclear pores and nuclear pore complexes during S-phase;,,,,,
chr13,53802, YML1NAG9W,ZDS2 - Protein with a role in regulating Swe1p-dependent polarized growth; interacts with Cdc55p; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; paralog of Zds1p,,,,,
chr13,53825, YML1NAG9W,ZDS2 - Protein with a role in regulating Swe1p-dependent polarized growth; interacts with Cdc55p; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; paralog of Zds1p,,,,,
chr13,538619,NAG,NAG,,,,,
chr13,538627,NAG,NAG,,,,,
chr13,539498, YMR135C,GID8 - Protein of unknown function, involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; contains LisH and CTLH domains, like Vid3p; dosage-dependent regulator of START,,
chr13,540088, YMR135W-A, - Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,
chr13,545936,NAG,NAG,,,,,
chr13,548836, YMR14NAGW,SIP5 - Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase,,,,,
chr13,555036, YMR145C,NDE1 - Mitochondrial external NADH dehydrogenase, a type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain,,,,
chr13,555852, YMR145C,NDE1 - Mitochondrial external NADH dehydrogenase, a type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain,,,,
chr13,559048,NAG,NAG,,,,,
chr13,560261,NAG,NAG,,,,,
chr13,560317,NAG,NAG,,,,,
chr13,561510, YMR149W,SWP1 - Delta subunit of the oligosaccharyl transferase glycoprotein complex, which is required for N-linked glycosylation of proteins in the endoplasmic reticulum,,,,
chr13,561877,NAG,NAG,,,,,
chr13,563796, YMR152W,YIM1 - Protein of unknown function; null mutant displays sensitivity to DNA damaging agents; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,
chr13,565181, YMR153W,NUP53 - Subunit of the nuclear pore complex (NPC), interacts with karyopherin Kap121p or with Nup17p via overlapping regions of Nup53p, involved in activation of the spindle checkpoint mediated by the Mad1p-Mad2p complex,,,
chr13,569867, YMR155W, - Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen,,,,,
chr13,571024,NAG,NAG,,,,,
chr13,571250,NAG,NAG,,,,,
chr13,574866, YMR159C,ATG16 - Conserved protein that interacts with Atg12p-Atg5p conjugates to form Atg12p-Atg5p-Atg16p multimers, which localize to the pre-autophagosomal structure and are required for autophagy,,,,
chr13,580121, YMR162C,DNF3 - Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles; localizes to the trans-Golgi network; likely involved in protein transport; type 4 P-type ATPase,,,,,
chr13,584211,NAG,NAG,,,,,
chr13,588927, YMR164C,MSS11 - Transcription factor involved in regulation of invasive growth and starch degradation; controls the activation of MUC1 and STA2 in response to nutritional signals,,,,,
chr13,590322, YMR165C,PAH1 - Mg<sup>2+</sup>-dependent phosphatidate (PA) phosphatase, catalyzes the dephosphorylation of PA to yield diacylglycerol, responsible for de novo lipid synthesis and formation of lipid droplets; homologous to mammalian lipin 1,,,
chr13,591204, YMR165C,PAH1 - Mg<sup>2+</sup>-dependent phosphatidate (PA) phosphatase, catalyzes the dephosphorylation of PA to yield diacylglycerol, responsible for de novo lipid synthesis and formation of lipid droplets; homologous to mammalian lipin 1,,,
chr13,605867,NAG,NAG,,,,,
chr13,62344,NAG,NAG,,,,,
chr13,62439,NAG,NAG,,,,,
chr13,625708,NAG,NAG,,,,,
chr13,646855,NAG,NAG,,,,,
chr13,667202,NAG,NAG,,,,,
chr13,674886,NAG,NAG,,,,,
chr13,698679,NAG,NAG,,,,,
chr13,732526, YMR23NAGW,RPS1B - Protein component of the small (4S) ribosomal subunit; nearly identical to Rps1Ap and has similarity to rat ribosomal protein S1,,,,,
chr13,748225,NAG,NAG,,,,,
chr13,748227,NAG,NAG,,,,,
chr13,752958,NAG,NAG,,,,,
chr13,756824,NAG,NAG,,,,,
chr13,788138, YMR259C, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR259C is not an essential gene,,,,,
chr13,8592,NAG,NAG,,,,,
chr13,8643,NAG,NAG,,,,,
chr13,882649, YMR3NAG6W,FKS3 - Protein involved in spore wall assembly, has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,
chr13,897430, YMR311C,GLC8 - Regulatory subunit of protein phosphatase 1 (Glc7p), involved in glycogen metabolism and chromosome segregation; proposed to regulate Glc7p activity via conformational alteration; ortholog of the mammalian protein phosphatase inhibitor 2,,,,
chr13,898462, YMR312W,ELP6 - Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity,,,,
chr13,898606, YMR312W,ELP6 - Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity,,,,
chr13,904347, YMR315W-A, - Putative protein of unknown function,,,,,
chr13,908149, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,
chr13,908159, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,
chr13,908218, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,
chr13,908329, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,
chr13,908331, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,
chr13,908333, YMR317W, - Putative protein of unknown function with some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene,,,,,
chr13,914744,NAG,NAG,,,,,
chr13,95588,NAG,NAG,,,,,
chr14,103662, YNL284C,MRPL1 - Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL1 and YmL18) on two-dimensional SDS gels,,,,,
chr14,103902, YNL284C,MRPL1 - Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL1 and YmL18) on two-dimensional SDS gels,,,,,
chr14,106212, YNL283C,WSC2 - Partially redundant sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway involved in maintenance of cell wall integrity and recovery from heat shock; secretory pathway Wsc2p is required for the arrest of secretion response,,,,,
chr14,107294,NAG,NAG,,,,,
chr14,194864, YNL242W,ATG2 - Peripheral membrane protein required for vesicle formation during autophagy, pexophagy, and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria,,,
chr14,195289, YNL242W,ATG2 - Peripheral membrane protein required for vesicle formation during autophagy, pexophagy, and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria,,,
chr14,196150, ARS1412, - ARS activated in late S phase,,,,,
chr14,233758,NAG,NAG,,,,,
chr14,235881,NAG,NAG,,,,,
chr14,235956,NAG,NAG,,,,,
chr14,281793,NAG,NAG,,,,,
chr14,300948, YNL179C, - Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; deletion in cyr1 mutant results in loss of stress resistance,,,,
chr14,413448,NAG,NAG,,,,,
chr14,444651,NAG,NAG,,,,,
chr14,446766, YNLNAG95C, - Putative protein of unknown function predicted to contain a transmembrane domain; YNL95C is not an essential gene,,,,,
chr14,458514, YNLNAG88W,TOP2 - Topoisomerase II, relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis,,,,
chr14,466588, YNLNAG86W,SNN1 - Putative protein of unknown function; likely member of BLOC complex involved in endosomal cargo sorting; green fluorescent protein (GFP)-fusion protein localizes to endosomes,,,,,
chr14,484452, YNLNAG76W,MKS1 - Pleiotropic negative transcriptional regulator involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation; involved in retrograde (RTG) mitochondria-to-nucleus signaling,,,,,
chr14,486092, YNLNAG75W,IMP4 - Component of the SSU processome, which is required for pre-18S rRNA processing; interacts with Mpp1p; member of a superfamily of proteins that contain a sigma(7)-like motif and associate with RNAs,,,,
chr14,493053,NAG,NAG,,,,,
chr14,60251,NAG,NAG,,,,,
chr14,651857,NAG,NAG,,,,,
chr14,660428, YNRNAG16C,ACC1 - Acetyl-CoA carboxylase, biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA; required for de novo biosynthesis of long-chain fatty acids,,,,
chr14,667324,NAG,NAG,,,,,
chr14,674780,NAG,NAG,,,,,
chr14,711232,NAG,NAG,,,,,
chr14,720276, YNRNAG52C,POP2 - RNase of the DEDD superfamily, subunit of the Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation,,,,
chr14,721034,NAG,NAG,,,,,
chr14,721916, YNRNAG53C,NOG2 - Putative GTPase that associates with pre-6S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation,,,,,
chr14,736153,NAG,NAG,,,,,
chr14,736327,NAG,NAG,,,,,
chr14,737156, YNRNAG59W,MNT4 - Putative alpha-1,3-mannosyltransferase, not required for protein O-glycosylation,,,
chr14,741479, YNRNAG6NAGW,FRE4 - Ferric reductase, reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels,,,,
chr14,742787,NAG,NAG,,,,,
chr14,744471, YNRNAG62C, - Putative membrane protein of unknown function,,,,,
chr14,745289, YNRNAG62C, - Putative membrane protein of unknown function,,,,,
chr14,746780,NAG,NAG,,,,,
chr14,747711, YNRNAG63W, - Putative zinc-cluster protein of unknown function,,,,,
chr14,748885,NAG,NAG,,,,,
chr14,749467, YNRNAG64C, - Epoxide hydrolase, member of the alpha/beta hydrolase fold family; may have a role in detoxification of epoxides,,,,
chr14,749513, YNRNAG64C, - Epoxide hydrolase, member of the alpha/beta hydrolase fold family; may have a role in detoxification of epoxides,,,,
chr14,749727, YNRNAG64C, - Epoxide hydrolase, member of the alpha/beta hydrolase fold family; may have a role in detoxification of epoxides,,,,
chr14,750686, YNRNAG65C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR65C is not an essential gene,,,,,
chr14,751266, YNRNAG65C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR65C is not an essential gene,,,,,
chr14,751654, YNRNAG65C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR65C is not an essential gene,,,,,
chr14,751721, YNRNAG65C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR65C is not an essential gene,,,,,
chr14,751807, YNRNAG65C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR65C is not an essential gene,,,,,
chr14,753318, YNRNAG65C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR65C is not an essential gene,,,,,
chr14,753325, YNRNAG65C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR65C is not an essential gene,,,,,
chr14,753659, YNRNAG65C, - Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR65C is not an essential gene,,,,,
chr14,753727, YNRNAG66C, - Putative membrane-localized protein of unknown function,,,,,
chr14,754144, YNRNAG66C, - Putative membrane-localized protein of unknown function,,,,,
chr14,756837, YNRNAG67C,DSE4 - Daughter cell-specific secreted protein with similarity to glucanases, degrades cell wall from the daughter side causing daughter to separate from mother,,,,
chr14,757912, YNRNAG67C,DSE4 - Daughter cell-specific secreted protein with similarity to glucanases, degrades cell wall from the daughter side causing daughter to separate from mother,,,,
chr14,763243,NAG,NAG,,,,,
chr14,763294,NAG,NAG,,,,,
chr14,765005,NAG,NAG,,,,,
chr14,781400,NAG,NAG,,,,,
chr14,781568, YNRNAG75C-A, - Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching,,,
chr14,86089,NAG,NAG,,,,,
chr14,89336,NAG,NAG,,,,,
chr14,96083,NAG,NAG,,,,,
chr15,1004258,NAG,NAG,,,,,
chr15,1019588,NAG,NAG,,,,,
chr15,1036615,NAG,NAG,,,,,
chr15,204570,NAG,NAG,,,,,
chr15,216898,NAG,NAG,,,,,
chr15,315630,NAG,NAG,,,,,
chr15,333432,NAG,NAG,,,,,
chr15,346243, YORNAG1NAGC,TIR2 - Putative cell wall mannoprotein of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis,,,,,
chr15,349580,NAG,NAG,,,,,
chr15,384807, YORNAG29W, - Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,
chr15,400693, YORNAG36W,PEP12 - Target membrane receptor (t-SNARE) for vesicular intermediates traveling between the Golgi apparatus and the vacuole; controls entry of biosynthetic, endocytic, and retrograde traffic into the prevacuolar compartment; syntaxin,,,
chr15,403773, YORNAG38C,HIR2 - Subunit of the HIR complex, a nucleosome assembly complex involved in regulation of histone gene transcription; recruits Swi-Snf complexes to histone gene promoters; promotes heterochromatic gene silencing with Asf1p,,,,
