CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,,,,,,
chr11,578481,YKR073C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,,,,,,
chr11,578485,YKR073C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,,,,,,
chr11,578487,YKR073C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,,,,,,
chr11,578489,YKR073C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,,,,,,
chr11,614005,NAG,NAG,,,,,,,,,,
chr11,655246,YKR103W,NFT1 - Putative transporter of the multidrug resistance-associated protein (MRP) subfamily; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds.,,,,,,,,,,
chr11,666614,TEL11R, - Telomeric region on the right arm of Chromosome XI, composed of an X element core sequence, X element combinatorial repeats, and a terminal stretch of telomeric repeats,,,,,,,
chr11,666689,TEL11R, - Telomeric region on the right arm of Chromosome XI, composed of an X element core sequence, X element combinatorial repeats, and a terminal stretch of telomeric repeats,,,,,,,
chr11,666691,TEL11R, - Telomeric region on the right arm of Chromosome XI, composed of an X element core sequence, X element combinatorial repeats, and a terminal stretch of telomeric repeats,,,,,,,
chr11,666770,TEL11R, - Telomeric region on the right arm of Chromosome XI, composed of an X element core sequence, X element combinatorial repeats, and a terminal stretch of telomeric repeats,,,,,,,
chr11,68221,NAG,NAG,,,,,,,,,,
chr11,78838,NAG,NAG,,,,,,,,,,
chr11,84295,NAG,NAG,,,,,,,,,,
chr12,1025001,NAG,NAG,,,,,,,,,,
chr12,1025005,NAG,NAG,,,,,,,,,,
chr12,1032127,NAG,NAG,,,,,,,,,,
chr12,105629,YLL020C, - Dubious open reading frame unlikely to encode a protein,based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1,,,,,,,,,
chr12,1056969,NAG,NAG,,,,,,,,,,
chr12,1066028,TEL12R, - Telomeric region on the right arm of Chromosome XII, composed of an X element core sequence, X element combinatorial repeats, two distinct regions of telomeric repeats, and two long Y' elements,,,,,,
chr12,10965,TEL12L-YP2, - More centromere-proximal of two short Y' elements in the left telomere of Chromosome XII; contains an ARS consensus sequence,a region of 36-bp repeats,and two ORFs YLL066C and YLL066W-A,,,,,,,,
chr12,11284,TEL12L-TR3, - Internal stretch of telomeric repeats on the left arm of Chromosome XII,,,,,,,,,,
chr12,122005,NAG,NAG,,,,,,,,,,
chr12,122007,NAG,NAG,,,,,,,,,,
chr12,150541,NAG,NAG,,,,,,,,,,
chr12,1763,YLL067C, - Putative protein of unknown function with similarity to helicases,,,,,,,,,,
chr12,1780,YLL067C, - Putative protein of unknown function with similarity to helicases,,,,,,,,,,
chr12,185314,NAG,NAG,,,,,,,,,,
chr12,191296,YLR024C,UBR2 - Cytoplasmic ubiquitin-protein ligase (E3); required for ubiquitylation of Rpn4p; mediates formation of a Mub1p-Ubr2p-Rad6p complex,,,,,,,,,,
chr12,193384,NAG,NAG,,,,,,,,,,
chr12,195133,YLR025W,SNF7 - One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes,,,,,,,,,,
chr12,217548,YLR035C-A, - Retrotransposon TYA Gag and TYB Pol genes; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR),and integrase (IN); YLR035C-A is part of a mutant retrotransposon,,,,,,,
chr12,243644,NAG,NAG,,,,,,,,,,
chr12,247694,YLR052W,IES3 - Subunit of the INO80 chromatin remodeling complex,,,,,,,,,,
chr12,263199,YLR061W,RPL22A - Protein component of the large (60S) ribosomal subunit,has similarity to Rpl22Bp and to rat L22 ribosomal protein,,,,,,,,,
chr12,264076,NAG,NAG,,,,,,,,,,
chr12,279869,YLR072W,- Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YLR072W is not an esssential gene,,,,,,,,,,
chr12,30835,YLL055W,YCT1 - High-affinity cysteine-specific transporter with similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene,,,,,,,,,,
chr12,337183,YLR097C,HRT3 - Putative SCF-ubiquitin ligase F-box protein,based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p,Skp1p and Ubi4 in large and small-scale studies,,,,,,,,
chr12,341936,YLR100W,ERG27 - 3-keto sterol reductase,catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs,,,,,,,,,
chr12,366244,snR6,SNR6 - U6 spliceosomal RNA,interacts with U4; homology to U6 snRNA,interacts with snr14,,,,,,,,
chr12,367554,YLR108C,- Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssential gene,,,,,,,,,,
chr12,369713,YLR110C,CCW12 - Cell wall mannoprotein with a role in maintenance of newly synthesized areas of cell wall; localizes to periphery of small buds, septum region of larger buds, and shmoo tip,,,,,,,,
chr12,37938,YLL051C,FRE6 - Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels,,,,,,,,,,
chr12,397423,YLR127C,###############################################################################################################################################################################################################################################################,,,,,,,,,,
chr12,421496,NAG,NAG,,,,,,,,,,
chr12,424271,YLR141W,RRN5 - Protein involved in transcription of rDNA by RNA polymerase I; transcription factor,member of UAF (upstream activation factor) family along with Rrn9p and Rrn10p,,,,,,,,,
chr12,432455,YLR145W,RMP1 - Subunit of RNase MRP, which processes pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; unlike most subunits, not shared between RNase MRP and nuclear RNase P,,,,,,,,
chr12,468386,NTS2-2,NTS2-2 - Non-transcribed region of the rDNA repeat,located between RDN5 and the 5' ETS,,,,,,,,,
chr12,48880,NAG,NAG,,,,,,,,,,
chr12,489468,RDN5-6,RDN5-6 - 5S ribosomal RNA,component of the large (60S) ribosomal subunit; localized to the nucleolus via interaction with Rpl5p; may play a role in translational frame fidelity; transcription is mediated by PolIII and activated by TFIIIA and TFIIIE,,,,,,,,,
chr12,490187,NAG,NAG,,,,,,,,,,
chr12,517794,NAG,NAG,,,,,,,,,,
chr12,5430,TEL12L-YP1, - More end-proximal of two short telomeric Y' elements on the left arm of Chromosome XII; contains an ARS consensus sequence,a region of 36-bp repeats,and two ORFs YLL067C and YLL067W-A,,,,,,,,
chr12,54731,YLL040C,VPS13 - Protein of unknown function; heterooligomeric or homooligomeric complex; peripherally associated with membranes; homologous to human COH1; involved in sporulation, vacuolar protein sorting and protein-Golgi retention,,,,,,,,,
chr12,548748,YLR199C,PBA1 - Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly,,,,,,,,,,
chr12,552,TEL12L-YP1, - More end-proximal of two short telomeric Y' elements on the left arm of Chromosome XII; contains an ARS consensus sequence,a region of 36-bp repeats,and two ORFs YLL067C and YLL067W-A,,,,,,,,
chr12,56151,YLL040C,VPS13 - Protein of unknown function; heterooligomeric or homooligomeric complex; peripherally associated with membranes; homologous to human COH1; involved in sporulation, vacuolar protein sorting and protein-Golgi retention,,,,,,,,,
chr12,5656,YLL066W-B, - Putative protein of unknown function; overexpression causes a cell cycle delay or arrest,,,,,,,,,,
chr12,5851,TEL12L-YP2, - More centromere-proximal of two short Y' elements in the left telomere of Chromosome XII; contains an ARS consensus sequence,a region of 36-bp repeats,and two ORFs YLL066C and YLL066W-A,,,,,,,,
chr12,5854,TEL12L-YP2, - More centromere-proximal of two short Y' elements in the left telomere of Chromosome XII; contains an ARS consensus sequence,a region of 36-bp repeats,and two ORFs YLL066C and YLL066W-A,,,,,,,,
chr12,585961,NAG,NAG,,,,,,,,,,
chr12,593143,NAG,NAG,,,,,,,,,,
chr12,593146,YLRWdelta10,- Ty1 LTR,,,,,,,,,,
chr12,593149,YLRWdelta10,- Ty1 LTR,,,,,,,,,,
chr12,595758,YLRWTy1-2, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,595763,YLRWTy1-2, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,595769,YLRWTy1-2, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,598739,YLRWTy1-2, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,598772,YLRWTy1-2, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,598968,YLRWTy1-2, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,600763,YLR228C,ECM22 - Sterol regulatory element binding protein,regulates transcription of sterol biosynthetic genes; contains Zn[2]-Cys[6] binuclear cluster; homologous to Upc2p; relocates from intracellular membranes to perinuclear foci on sterol depletion,,,,,,,,,
chr12,633065,YLR247C,IRC20 - Putative helicase; localizes to the mitochondrion and the nucleus; YLR247C is not an essential gene; null mutant displays increased levels of spontaneous Rad52p foci,,,,,,,,,,
chr12,634675,YLR248W,RCK2 - Protein kinase involved in the response to oxidative and osmotic stress; identified as suppressor of S. pombe cell cycle checkpoint mutations; similar to CaM (calmodulin) kinases,,,,,,,,,,
chr12,636568,NAG,NAG,,,,,,,,,,
chr12,650822,YLR256W,HAP1 - Zinc finger transcription factor involved in the complex regulation of gene expression in response to levels of heme and oxygen; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus,,,,,,,,,,
chr12,650829,YLR256W,HAP1 - Zinc finger transcription factor involved in the complex regulation of gene expression in response to levels of heme and oxygen; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus,,,,,,,,,,
chr12,650830,YLR256W,HAP1 - Zinc finger transcription factor involved in the complex regulation of gene expression in response to levels of heme and oxygen; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus,,,,,,,,,,
chr12,650831,YLR256W,HAP1 - Zinc finger transcription factor involved in the complex regulation of gene expression in response to levels of heme and oxygen; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus,,,,,,,,,,
chr12,651155,YLRWdelta13,- Ty1 LTR,,,,,,,,,,
chr12,657022,YLRWsigma3,- Ty3 LTR,,,,,,,,,,
chr12,657027,YLRWsigma3,- Ty3 LTR,,,,,,,,,,
chr12,668352,YLR261C,VPS63 - Dubious open reading frame,unlikely to encode a protein; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene YPT6; deletion causes a vacuolar protein sorting defect,,,,,,,,,
chr12,672772,YLR263W,RED1 - Protein component of the synaptonemal complex axial elements,involved in chromosome segregation during the first meiotic division; critical for coupling checkpoint signaling to SC formation; interacts with Hop1p,Mec3p and Ddc1p,,,,,,,,
chr12,693876,YLR274W,MCM5 - Component of the hexameric MCM complex,which is important for priming origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation when activated by Cdc7p-Dbf4p in S-phase,,,,,,,,,
chr12,699937,NAG,NAG,,,,,,,,,,
chr12,723175,YLR296W, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,,,,,,
chr12,724909,YLR298C,YHC1 - Component of the U1 snRNP complex required for pre-mRNA splicing; putative ortholog of human U1C protein,which is involved in formation of a complex between U1 snRNP and the pre-mRNA 5' splice site,,,,,,,,,
chr12,734915,NAG,NAG,,,,,,,,,,
chr12,7501,YLL066C,- Putative protein of unknown function with similarity to helicases; YLL066C is not an essential gene,,,,,,,,,,
chr12,752946,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,753045,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,753381,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755637,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755641,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755784,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755785,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755790,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755841,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755855,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755857,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,755928,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,756549,YLR310C,CDC25 - Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,,,,,,,,,,
chr12,757873,YLR312C, - Putative protein of unknown function,,,,,,,,,,
chr12,787194,YLR329W,REC102 - Protein involved in early stages of meiotic recombination; required for chromosome synapsis; forms a complex with Rec104p and Spo11p necessary during the initiation of recombination,,,,,,,,,,
chr12,794669,NAG,NAG,,,,,,,,,,
chr12,80323,NAG,NAG,,,,,,,,,,
chr12,804694,YLR338W,OPI9 - Dubious open reading frame unlikely to encode a protein,based on available experimental and comparative sequence data; partially overlaps the verified ORF VRP1/YLR337C,,,,,,,,,
chr12,807779,YLR341W,SPO77 - Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis,,,,,,,,,
chr12,81402,NAG,NAG,,,,,,,,,,
chr12,858040,YLR368W,###############################################################################################################################################################################################################################################################,,,,,,,,,,
chr12,860006,YLR369W,SSQ1 - Mitochondrial hsp70-type molecular chaperone, required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis,and for maturation of Yfh1p, which is a homolog of human frataxin implicated in Friedreich's ataxia,,,,,,,
chr12,868274,YLR372W,SUR4 - Elongase,involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis,,,,,,,,,
chr12,871029,YLR373C,VID22 - Glycosylated integral membrane protein localized to the plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles,,,,,,,,,
chr12,871981,YLR375W,STP3 - Zinc-finger protein of unknown function, possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids,,,,,,,,,
chr12,88193,NAG,NAG,,,,,,,,,,
chr12,884810,NAG,NAG,,,,,,,,,,
chr12,90370,YLL026W,HSP104 - Heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation,,,,,,,
chr12,926537,YLR403W,SFP1 - Transcription factor that controls expression of ribosome biogenesis genes in response to nutrients and stress,regulates G2/M transitions during mitotic cell cycle and DNA-damage response,modulates cell size; regulated by TORC1 and Mrs6p,,,,,,,,
chr12,927434,YLR403W,SFP1 - Transcription factor that controls expression of ribosome biogenesis genes in response to nutrients and stress,regulates G2/M transitions during mitotic cell cycle and DNA-damage response,modulates cell size; regulated by TORC1 and Mrs6p,,,,,,,,
chr12,927464,YLR403W,SFP1 - Transcription factor that controls expression of ribosome biogenesis genes in response to nutrients and stress,regulates G2/M transitions during mitotic cell cycle and DNA-damage response,modulates cell size; regulated by TORC1 and Mrs6p,,,,,,,,
chr12,927603,YLR403W,SFP1 - Transcription factor that controls expression of ribosome biogenesis genes in response to nutrients and stress,regulates G2/M transitions during mitotic cell cycle and DNA-damage response,modulates cell size; regulated by TORC1 and Mrs6p,,,,,,,,
chr12,930419,YLR405W,DUS4 - Dihydrouridine synthase,member of a widespread family of conserved proteins including Smm1p,Dus1p,and Dus3p,,,,,,,
chr12,93415,NAG,NAG,,,,,,,,,,
chr12,936628,YLR409C,UTP21 - Subunit of U3-containing 90S preribosome and Small Subunit (SSU) processome complexes involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma,,,,,,,,,,
chr12,945026,YLRWTy2-1, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,945028,YLRWTy2-1, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,945043,YLRWTy2-1, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr12,984340,YLR425W,TUS1 - Guanine nucleotide exchange factor (GEF) that functions to modulate Rho1p activity as part of the cell integrity signaling pathway; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate,,,,,,,,,,
chr13,110,TEL13L-YP, - Telomeric short Y' element on the left arm of Chromosome XIII; contains an ARS consensus sequence,a region of 36-bp repeats,and three ORFs (YML133C,YML133W-A,YML133W-B),,,,,,
chr13,112816,YML076C,WAR1 - Homodimeric Zn2Cys6 zinc finger transcription factor; binds to a weak acid response element to induce transcription of PDR12 and FUN34, encoding an acid transporter and a putative ammonia transporter, respectively,,,,,,,,
chr13,114669,YML076C,WAR1 - Homodimeric Zn2Cys6 zinc finger transcription factor; binds to a weak acid response element to induce transcription of PDR12 and FUN34, encoding an acid transporter and a putative ammonia transporter, respectively,,,,,,,,
chr13,134,TEL13L-YP, - Telomeric short Y' element on the left arm of Chromosome XIII; contains an ARS consensus sequence,a region of 36-bp repeats,and three ORFs (YML133C,YML133W-A,YML133W-B),,,,,,
chr13,176494,YML049C,RSE1 - Protein involved in pre-mRNA splicing; component of the pre-spliceosome; associates with U2 snRNA; involved in ER to Golgi transport,,,,,,,,,,
chr13,178308,NAG,NAG,,,,,,,,,,
chr13,192012,NAG,NAG,,,,,,,,,,
chr13,192020,NAG,NAG,,,,,,,,,,
chr13,217976,YML029W,USA1 - Scaffold subunit of the Hrd1p ubiquitin ligase that also promotes ligase oligomerization; involved in ER-associated protein degradation (ERAD); interacts with the U1 snRNP-specific protein,Snp1p,,,,,,,,,
chr13,238789,NAG,NAG,,,,,,,,,,
chr13,238791,NAG,NAG,,,,,,,,,,
chr13,24560,YML123C,PHO84 - High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p,,,,,,,,,,
chr13,25111,YML123C,PHO84 - High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p,,,,,,,,,,
chr13,25178,YML123C,PHO84 - High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p,,,,,,,,,,
chr13,25233,YML123C,PHO84 - High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p,,,,,,,,,,
chr13,25469,YML123C,PHO84 - High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p,,,,,,,,,,
chr13,259188,tS(AGA)M, - tRNA-Ser,,,,,,,,,,
chr13,268705,NAG,NAG,,,,,,,,,,
chr13,271693,NAG,NAG,,,,,,,,,,
chr13,278590,YMR006C,PLB2 - Phospholipase B (lysophospholipase) involved in phospholipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine,,,,,,,,,,
chr13,31178,YML119W,- Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate,,,,,,,,,,
chr13,326810,YMR027W,- Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR027W is not an essential gene,,,,,,,,,,
chr13,356311,YMR044W,IOC4 - Member of a complex (Isw1b) with Isw1p and Ioc2p that exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing, contains a PWWP motif,,,,,,,,,
chr13,359432,YMR045C, - Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes,,,,,,,
chr13,359513,YMR045C, - Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes,,,,,,,
chr13,359522,YMR045C, - Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes,,,,,,,
chr13,359524,YMR045C, - Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes,,,,,,,
chr13,367082,YMR048W,CSM3 - Replication fork associated factor, required for stable replication fork pausing; component of the DNA replication checkpoint pathway; required for accurate chromosome segregation during meiosis,,,,,,,,,
chr13,369659,YMR049C,ERB1 - Constituent of 66S pre-ribosomal particles,forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1,,,,,,,,,
chr13,372652,NAG,NAG,,,,,,,,,,
chr13,3744,YML133C, - Putative protein of unknown function with similarity to helicases; the authentic,non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YML133C contains an intron,,,,,,,,,
chr13,374485,YMR050C, - Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes,,,,,,,
chr13,405653,NAG,NAG,,,,,,,,,,
chr13,413644,NAG,NAG,,,,,,,,,,
chr13,414724,YMR075W,RCO1 - Essential subunit of the histone deacetylase Rpd3S complex; interacts with Eaf3p,,,,,,,,,,
chr13,420948,NAG,NAG,,,,,,,,,,
chr13,42805,YML114C,TAF8 - TFIID subunit (65 kDa), involved in RNA polymerase II transcription initiation,,,,,,,,,
chr13,43944,NAG,NAG,,,,,,,,,,
chr13,443426,YMR088C,VBA1 - Permease of basic amino acids in the vacuolar membrane,,,,,,,,,,
chr13,46061,NAG,NAG,,,,,,,,,,
chr13,484091,YMR108W,ILV2 - Acetolactate synthase, catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control,,,,,,,,
chr13,48465,YML111W,BUL2 - Component of the Rsp5p E3-ubiquitin ligase complex, involved in intracellular amino acid permease sorting, functions in heat shock element mediated gene expression, essential for growth in stress conditions,functional homolog of BUL1,,,,,,
chr13,5078,TEL13L-YP, - Telomeric short Y' element on the left arm of Chromosome XIII; contains an ARS consensus sequence,a region of 36-bp repeats,and three ORFs (YML133C,YML133W-A,YML133W-B),,,,,,
chr13,514090,NAG,NAG,,,,,,,,,,
chr13,53046,YML109W,ZDS2 - Protein with a role in regulating Swe1p-dependent polarized growth; interacts with Cdc55p; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; paralog of Zds1p,,,,,,,,,,
chr13,5306,TEL13L-YP, - Telomeric short Y' element on the left arm of Chromosome XIII; contains an ARS consensus sequence,a region of 36-bp repeats,and three ORFs (YML133C,YML133W-A,YML133W-B),,,,,,
chr13,533259,YMR131C,RRB1 - Essential nuclear protein involved in early steps of ribosome biogenesis; physically interacts with the ribosomal protein Rpl3p,,,,,,,,,,
chr13,547166,YMR139W,RIM11 - Protein kinase required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta,,,,,,,,,,
chr13,5522,TEL13L-YP, - Telomeric short Y' element on the left arm of Chromosome XIII; contains an ARS consensus sequence,a region of 36-bp repeats,and three ORFs (YML133C,YML133W-A,YML133W-B),,,,,,
chr13,5523,TEL13L-YP, - Telomeric short Y' element on the left arm of Chromosome XIII; contains an ARS consensus sequence,a region of 36-bp repeats,and three ORFs (YML133C,YML133W-A,YML133W-B),,,,,,
chr13,5532,TEL13L-YP, - Telomeric short Y' element on the left arm of Chromosome XIII; contains an ARS consensus sequence,a region of 36-bp repeats,and three ORFs (YML133C,YML133W-A,YML133W-B),,,,,,
chr13,5547,TEL13L-TR2, - Internal stretch of telomeric repeats on the left arm of Chromosome XIII,,,,,,,,,,
chr13,5562,TEL13L-TR2, - Internal stretch of telomeric repeats on the left arm of Chromosome XIII,,,,,,,,,,
