CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000003623|UniProtKB=P09880	TRL1	tRNA ligase;TRL1;PTN000782260;orthologs	RNA ligase (ATP) activity(GO:0003972);2',3'-cyclic-nucleotide 3'-phosphodiesterase activity(GO:0004113);endonuclease activity(GO:0004519);ATP binding(GO:0005524);phosphoric diester hydrolase activity(GO:0008081);kinase activity(GO:0016301);ligase activity(GO:0016874);GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity(GO:0051730)	tRNA splicing, via endonucleolytic cleavage and ligation(GO:0006388);tRNA processing(GO:0008033);positive regulation of translation in response to stress(GO:0032056);IRE1-mediated unfolded protein response(GO:0036498);nuclear-transcribed mRNA catabolic process, no-go decay(GO:0070966);regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:2000622)	nucleus(GO:0005634);nuclear inner membrane(GO:0005637);cytoplasm(GO:0005737)
YEAST|SGD=S000005294|UniProtKB=P20095	PRP2	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2;PRP2;PTN000434067;orthologs	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);helicase activity(GO:0004386);ATP binding(GO:0005524);ATP-dependent activity, acting on RNA(GO:0008186);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	generation of catalytic spliceosome for first transesterification step(GO:0000349);RNA processing(GO:0006396);mRNA processing(GO:0006397);RNA splicing(GO:0008380);ribonucleoprotein complex biogenesis(GO:0022613);snoRNA splicing(GO:0034247)	intracellular anatomical structure(GO:0005622);nucleus(GO:0005634);U2-type catalytic step 1 spliceosome(GO:0071006);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000005314|UniProtKB=P53599	SSK2	MAP kinase kinase kinase SSK2;SSK2;PTN000686182;orthologs	actin binding(GO:0003779);protein serine/threonine kinase activity(GO:0004674);MAP kinase kinase kinase activity(GO:0004709);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	osmosensory signaling via phosphorelay pathway(GO:0007234);regulation of actin cytoskeleton organization(GO:0032956);p38MAPK cascade(GO:0038066);stress-activated MAPK cascade(GO:0051403);cellular hyperosmotic response(GO:0071474)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);cytosol(GO:0005829);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938)
YEAST|SGD=S000000859|UniProtKB=P40037	HMF1	Protein HMF1;HMF1;PTN000211066;orthologs	molecular_function(GO:0003674);deaminase activity(GO:0019239)	biological_process(GO:0008150);organonitrogen compound catabolic process(GO:1901565)	nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739);mitochondrial intermembrane space(GO:0005758);cytosol(GO:0005829)
YEAST|SGD=S000005874|UniProtKB=P52489	PYK2	Pyruvate kinase 2;PYK2;PTN000212779;orthologs	magnesium ion binding(GO:0000287);pyruvate kinase activity(GO:0004743);ATP binding(GO:0005524);kinase activity(GO:0016301);potassium ion binding(GO:0030955);metal ion binding(GO:0046872);melatonin binding(GO:1904408)	pyruvate metabolic process(GO:0006090);glycolytic process(GO:0006096);monocarboxylic acid metabolic process(GO:0032787)	cytoplasm(GO:0005737);mitochondrion(GO:0005739)
YEAST|SGD=S000006349|UniProtKB=P49089	ASN1	Asparagine synthetase [glutamine-hydrolyzing] 1;ASN1;PTN000206465;orthologs	asparagine synthase (glutamine-hydrolyzing) activity(GO:0004066);ATP binding(GO:0005524);ligase activity(GO:0016874)	asparagine biosynthetic process(GO:0006529);glutamine metabolic process(GO:0006541);L-asparagine biosynthetic process(GO:0070981)	cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000000946|UniProtKB=P39944	UBP5	Ubiquitin carboxyl-terminal hydrolase 5;UBP5;PTN002728464;orthologs	cysteine-type deubiquitinase activity(GO:0004843);cysteine-type peptidase activity(GO:0008234);zinc ion binding(GO:0008270)	proteolysis(GO:0006508);protein deubiquitination(GO:0016579)	incipient cellular bud site(GO:0000131);cellular bud neck(GO:0005935)
YEAST|SGD=S000003820|UniProtKB=P47116	PTK2	Serine_threonine-protein kinase PTK2_STK2;PTK2;PTN000679479;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	G1/S transition of mitotic cell cycle(GO:0000082);spermine transport(GO:0000296);protein phosphorylation(GO:0006468);intracellular monoatomic ion homeostasis(GO:0006873);regulation of cell size(GO:0008361);putrescine transport(GO:0015847);spermidine transport(GO:0015848)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000001528|UniProtKB=P20457	PRI2	DNA primase large subunit;PRI2;PTN000056890;orthologs	DNA binding(GO:0003677);single-stranded DNA binding(GO:0003697);DNA primase activity(GO:0003896);metal ion binding(GO:0046872);4 iron, 4 sulfur cluster binding(GO:0051539)	DNA replication(GO:0006260);DNA-templated DNA replication(GO:0006261);DNA replication, synthesis of primer(GO:0006269);DNA replication initiation(GO:0006270);double-strand break repair(GO:0006302)	nucleus(GO:0005634);nuclear envelope(GO:0005635);alpha DNA polymerase:primase complex(GO:0005658);primosome complex(GO:1990077)
YEAST|SGD=S000004888|UniProtKB=P48524	BUL1	Ubiquitin ligase-binding protein BUL1;BUL1;PTN000786495;orthologs	ubiquitin-ubiquitin ligase activity(GO:0034450)	mitochondrion inheritance(GO:0000001);protein polyubiquitination(GO:0000209);protein monoubiquitination(GO:0006513);response to glucose(GO:0009749);protein ubiquitination(GO:0016567);ubiquitin-dependent endocytosis(GO:0070086);ATP export(GO:1904669)	ubiquitin ligase complex(GO:0000151);cytoplasm(GO:0005737)
YEAST|SGD=S000001570|UniProtKB=Q00873	CYT2	Holocytochrome-c1 synthase;CYT2;PTN000297248;orthologs	holocytochrome-c synthase activity(GO:0004408);lyase activity(GO:0016829);metal ion binding(GO:0046872)	cytochrome c-heme linkage(GO:0018063)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);mitochondrial intermembrane space(GO:0005758)
YEAST|SGD=S000004982|UniProtKB=P28834	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial;IDH1;PTN000216888;orthologs	magnesium ion binding(GO:0000287);RNA binding(GO:0003723);isocitrate dehydrogenase (NAD+) activity(GO:0004449);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);metal ion binding(GO:0046872);NAD binding(GO:0051287)	tricarboxylic acid cycle(GO:0006099);isocitrate metabolic process(GO:0006102);glutamate biosynthetic process(GO:0006537)	mitochondrion(GO:0005739);mitochondrial intermembrane space(GO:0005758);mitochondrial matrix(GO:0005759);cytosol(GO:0005829);mitochondrial nucleoid(GO:0042645);isocitrate dehydrogenase complex (NAD+)(GO:0045242)
YEAST|SGD=S000001124|UniProtKB=P38691	KSP1	Serine_threonine-protein kinase KSP1;KSP1;PTN002389094;orthologs	mRNA binding(GO:0003729);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	protein phosphorylation(GO:0006468);protein localization(GO:0008104);regulation of autophagy(GO:0010506);regulation of filamentous growth(GO:0010570);negative regulation of macroautophagy(GO:0016242);TOR signaling(GO:0031929);regulation of translation in response to stress(GO:0043555);regulation of pseudohyphal growth(GO:2000220)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytoplasmic stress granule(GO:0010494)
YEAST|SGD=S000002224|UniProtKB=P21954	IDP1	Isocitrate dehydrogenase [NADP], mitochondrial;IDP1;PTN001721994;orthologs	magnesium ion binding(GO:0000287);isocitrate dehydrogenase (NADP+) activity(GO:0004450);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);NAD binding(GO:0051287)	glyoxylate cycle(GO:0006097);tricarboxylic acid cycle(GO:0006099);isocitrate metabolic process(GO:0006102);glutamate biosynthetic process(GO:0006537);NADP metabolic process(GO:0006739)	mitochondrion(GO:0005739);mitochondrial nucleoid(GO:0042645)
YEAST|SGD=S000005717|UniProtKB=Q08562	ULS1	ATP-dependent helicase ULS1;ULS1;PTN000085097;orthologs	helicase activity(GO:0004386);ATP binding(GO:0005524);ATP-dependent activity, acting on DNA(GO:0008094);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);SUMO binding(GO:0032183);metal ion binding(GO:0046872);ATP-dependent chromatin remodeler activity(GO:0140658)	double-strand break repair via homologous recombination(GO:0000724);chromatin organization(GO:0006325);chromatin remodeling(GO:0006338);mating type switching(GO:0007533)	kinetochore(GO:0000776);nucleus(GO:0005634);nucleolus(GO:0005730);cytoplasm(GO:0005737);mitochondrion(GO:0005739)
YEAST|SGD=S000005061|UniProtKB=P30952	MLS1	Malate synthase 1;MLS1;PTN000493002;orthologs	malate synthase activity(GO:0004474);transferase activity(GO:0016740)	glyoxylate cycle(GO:0006097);tricarboxylic acid cycle(GO:0006099)	cytoplasm(GO:0005737);peroxisome(GO:0005777);peroxisomal matrix(GO:0005782);cytosol(GO:0005829)
YEAST|SGD=S000004238|UniProtKB=P38623	RCK2	Serine_threonine-protein kinase RCK2;RCK2;PTN000681113;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calmodulin binding(GO:0005516);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	osmosensory signaling pathway(GO:0007231);cellular response to oxidative stress(GO:0034599);regulation of meiotic nuclear division(GO:0040020)	cytoplasm(GO:0005737)
YEAST|SGD=S000001208|UniProtKB=P33334	PRP8	Pre-mRNA-splicing factor 8;PRP8;PTN000124595;orthologs	second spliceosomal transesterification activity(GO:0000386);RNA binding(GO:0003723);mRNA binding(GO:0003729);metallopeptidase activity(GO:0008237);U6 snRNA binding(GO:0017070);U1 snRNA binding(GO:0030619);U2 snRNA binding(GO:0030620);U5 snRNA binding(GO:0030623);pre-mRNA intronic binding(GO:0097157)	spliceosomal tri-snRNP complex assembly(GO:0000244);generation of catalytic spliceosome for second transesterification step(GO:0000350);mRNA 3'-splice site recognition(GO:0000389);mRNA 5'-splice site recognition(GO:0000395);mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)	nucleus(GO:0005634);spliceosomal complex(GO:0005681);U5 snRNP(GO:0005682);U4/U6 x U5 tri-snRNP complex(GO:0046540);catalytic step 2 spliceosome(GO:0071013)
YEAST|SGD=S000004014|UniProtKB=Q07963	UBR2	E3 ubiquitin-protein ligase UBR2;UBR2;PTN000487051;orthologs	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	protein polyubiquitination(GO:0000209);ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567);cellular response to unfolded protein(GO:0034620);ubiquitin-dependent protein catabolic process via the N-end rule pathway(GO:0071596);cytoplasm protein quality control by the ubiquitin-proteasome system(GO:0071629)	ubiquitin ligase complex(GO:0000151);cytoplasm(GO:0005737);MUB1-RAD6-UBR2 ubiquitin ligase complex(GO:1990304)
YEAST|SGD=S000001233|UniProtKB=P29704	ERG9	Squalene synthase ERG9;ERG9;PTN000179323;orthologs	farnesyl-diphosphate farnesyltransferase activity(GO:0004310);farnesyltranstransferase activity(GO:0004311);transferase activity(GO:0016740);squalene synthase activity(GO:0051996)	ergosterol biosynthetic process(GO:0006696);isoprenoid biosynthetic process(GO:0008299);lipid biosynthetic process(GO:0008610);sterol biosynthetic process(GO:0016126);farnesyl diphosphate metabolic process(GO:0045338)	mitochondrion(GO:0005739);mitochondrial outer membrane(GO:0005741);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020)
YEAST|SGD=S000004579|UniProtKB=Q03758	BUL2	Ubiquitin ligase-binding protein BUL2;BUL2;PTN000786494;orthologs	ubiquitin-ubiquitin ligase activity(GO:0034450)	protein polyubiquitination(GO:0000209);protein monoubiquitination(GO:0006513);protein ubiquitination(GO:0016567)	ubiquitin ligase complex(GO:0000151);cytoplasm(GO:0005737)
YEAST|SGD=S000004647|UniProtKB=Q04213	IOC4	ISWI one complex protein 4;IOC4;;orthologs	DNA binding(GO:0003677);ATP hydrolysis activity(GO:0016887)	chromatin remodeling(GO:0006338);sister chromatid cohesion(GO:0007062)	nucleus(GO:0005634);Isw1b complex(GO:0036437)
YEAST|SGD=S000005765|UniProtKB=Q08641	ABP140	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase;ABP140;PTN000516336;orthologs	actin binding(GO:0003779);methyltransferase activity(GO:0008168);RNA methyltransferase activity(GO:0008173);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);protein-macromolecule adaptor activity(GO:0030674);actin filament binding(GO:0051015);tRNA (cytidine-3-)-methyltransferase activity(GO:0052735)	tRNA processing(GO:0008033);tRNA methylation(GO:0030488);methylation(GO:0032259);viral translational frameshifting(GO:0075523)	cytoplasm(GO:0005737);cytoskeleton(GO:0005856);actin filament(GO:0005884);actin filament bundle(GO:0032432);mating projection tip(GO:0043332)
YEAST|SGD=S000003425|UniProtKB=P16451	PDX1	Pyruvate dehydrogenase complex protein X component, mitochondrial;PDX1;PTN000568091;orthologs	dihydrolipoyllysine-residue acetyltransferase activity(GO:0004742);structural molecule activity(GO:0005198);acyltransferase activity(GO:0016746)	acetyl-CoA biosynthetic process from pyruvate(GO:0006086);small molecule metabolic process(GO:0044281)	mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759);pyruvate dehydrogenase complex(GO:0045254)
YEAST|SGD=S000001014|UniProtKB=P23179	SPO11	Meiosis-specific protein SPO11;SPO11;PTN000091218;orthologs	DNA binding(GO:0003677);chromatin binding(GO:0003682);DNA topoisomerase activity(GO:0003916);DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity(GO:0003918);ATP binding(GO:0005524);DNA end binding(GO:0045027);metal ion binding(GO:0046872)	meiotic DNA double-strand break processing(GO:0000706);DNA metabolic process(GO:0006259);meiosis I(GO:0007127);homologous chromosome pairing at meiosis(GO:0007129);synaptonemal complex assembly(GO:0007130);reciprocal meiotic recombination(GO:0007131);sexual reproduction(GO:0019953);sporulation resulting in formation of a cellular spore(GO:0030435);meiotic DNA double-strand break formation(GO:0042138);meiotic cell cycle(GO:0051321)	nuclear chromosome(GO:0000228);condensed nuclear chromosome(GO:0000794);nucleus(GO:0005634);nucleoplasm(GO:0005654);chromosome(GO:0005694);site of double-strand break(GO:0035861)
YEAST|SGD=S000005863|UniProtKB=P22023	KRE5	Killer toxin-resistance protein 5;KRE5;PTN000132125;orthologs	UDP-glucose:glycoprotein glucosyltransferase activity(GO:0003980);unfolded protein binding(GO:0051082)	protein glycosylation(GO:0006486);protein N-linked glycosylation via asparagine(GO:0018279);ERAD pathway(GO:0036503);fungal-type cell wall beta-glucan biosynthetic process(GO:0070880);cell wall organization(GO:0071555);UDP-glucosylation(GO:0097359)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum lumen(GO:0005788)
YEAST|SGD=S000004923|UniProtKB=Q04952	FKS3	1,3-beta-glucan synthase component FKS3;FKS3;PTN000787442;orthologs	1,3-beta-D-glucan synthase activity(GO:0003843);glycosyltransferase activity(GO:0016757)	(1->3)-beta-D-glucan biosynthetic process(GO:0006075);sporulation resulting in formation of a cellular spore(GO:0030435);ascospore wall assembly(GO:0030476);fungal-type cell wall polysaccharide biosynthetic process(GO:0051278);cell wall organization(GO:0071555)	1,3-beta-D-glucan synthase complex(GO:0000148);mitochondrion(GO:0005739);endoplasmic reticulum(GO:0005783);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000003549|UniProtKB=P47075	VTC4	Vacuolar transporter chaperone complex subunit 4;VTC4;PTN000082039;orthologs	inositol hexakisphosphate binding(GO:0000822);calmodulin binding(GO:0005516);polyphosphate kinase activity(GO:0008976);transferase activity(GO:0016740)	polyphosphate metabolic process(GO:0006797);polyphosphate biosynthetic process(GO:0006799);vacuolar transport(GO:0007034);microautophagy(GO:0016237);vacuole fusion, non-autophagic(GO:0042144)	fungal-type vacuole membrane(GO:0000329);autophagosome membrane(GO:0000421);cytoplasm(GO:0005737);vacuole(GO:0005773);vacuolar membrane(GO:0005774);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);cell cortex(GO:0005938);membrane(GO:0016020);cytoplasmic vesicle(GO:0031410);vacuolar transporter chaperone complex(GO:0033254);cell periphery(GO:0071944)
YEAST|SGD=S000001926|UniProtKB=P39692	MET10	Sulfite reductase [NADPH] flavoprotein component;MET10;PTN000453872;orthologs	sulfite reductase (NADPH) activity(GO:0004783);FMN binding(GO:0010181);oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660)	sulfate assimilation(GO:0000103);hydrogen sulfide biosynthetic process(GO:0070814)	cytosol(GO:0005829);sulfite reductase complex (NADPH)(GO:0009337)
YEAST|SGD=S000004887|UniProtKB=Q03530	RCE1	CAAX prenyl protease 2;RCE1;PTN000316063;orthologs	endopeptidase activity(GO:0004175);metalloendopeptidase activity(GO:0004222);peptidase activity(GO:0008233)	proteolysis(GO:0006508);protein processing(GO:0016485);response to pheromone(GO:0019236);peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion(GO:0071432);CAAX-box protein processing(GO:0071586);CAAX-box protein maturation(GO:0080120)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020)
YEAST|SGD=S000004608|UniProtKB=Q03674	PLB2	Lysophospholipase 2;PLB2;PTN000076942;orthologs	phospholipase activity(GO:0004620);lysophospholipase activity(GO:0004622);phospholipase A2 activity(GO:0004623);hydrolase activity(GO:0016787)	glycerophospholipid metabolic process(GO:0006650);phospholipid catabolic process(GO:0009395);lipid catabolic process(GO:0016042);glycerophospholipid catabolic process(GO:0046475)	extracellular region(GO:0005576);endoplasmic reticulum(GO:0005783);cytosol(GO:0005829);plasma membrane(GO:0005886);fungal-type cell wall(GO:0009277);membrane(GO:0016020);cell periphery(GO:0071944);side of membrane(GO:0098552)
YEAST|SGD=S000004090|UniProtKB=Q12452	ERG27	3-keto-steroid reductase ERG27;ERG27;PTN000672719;orthologs	3-keto sterol reductase activity(GO:0000253);oxidoreductase activity(GO:0016491)	steroid biosynthetic process(GO:0006694);ergosterol biosynthetic process(GO:0006696)	mitochondrial outer membrane(GO:0005741);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);lipid droplet(GO:0005811);membrane(GO:0016020)
YEAST|SGD=S000000535|UniProtKB=P00815	HIS4	Histidine biosynthesis trifunctional protein;HIS4;PTN000479103;orthologs	histidinol dehydrogenase activity(GO:0004399);phosphoribosyl-AMP cyclohydrolase activity(GO:0004635);phosphoribosyl-ATP diphosphatase activity(GO:0004636);ATP binding(GO:0005524);zinc ion binding(GO:0008270);oxidoreductase activity(GO:0016491);hydrolase activity(GO:0016787);metal ion binding(GO:0046872);NAD binding(GO:0051287)	L-histidine biosynthetic process(GO:0000105)	cytoplasm(GO:0005737)
YEAST|SGD=S000005350|UniProtKB=P53753	DSE4	Glucan endo-1,3-beta-D-glucosidase 1;DSE4;PTN000780988;orthologs	glucosidase activity(GO:0015926);hydrolase activity, acting on glycosyl bonds(GO:0016798);glucan endo-1,3-beta-D-glucosidase activity(GO:0042973);glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group(GO:0052861);glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group(GO:0052862)	polysaccharide catabolic process(GO:0000272);septum digestion after cytokinesis(GO:0000920);cell wall organization(GO:0071555)	extracellular region(GO:0005576);cellular bud scar(GO:0005621);cellular bud neck(GO:0005935);fungal-type cell wall(GO:0009277);cell surface(GO:0009986);cell septum(GO:0030428)
YEAST|SGD=S000004784|UniProtKB=P18899	DDR48	Stress protein DDR48;DDR48;;orthologs	GTPase activity(GO:0003924);ATP hydrolysis activity(GO:0016887)	DNA repair(GO:0006281)	cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000003112|UniProtKB=P53118	ROG1	Putative lipase ROG1;ROG1;PTN000280741;orthologs	hydrolase activity(GO:0016787);acylglycerol lipase activity(GO:0047372)	lipid catabolic process(GO:0016042);cellular lipid metabolic process(GO:0044255)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000002442|UniProtKB=P14843	ARO3	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited;ARO3;PTN000476976;orthologs	3-deoxy-7-phosphoheptulonate synthase activity(GO:0003849);transferase activity(GO:0016740)	amino acid biosynthetic process(GO:0008652);aromatic amino acid family biosynthetic process(GO:0009073);chorismate biosynthetic process(GO:0009423)	nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739)
YEAST|SGD=S000000687|UniProtKB=P25341	KIN82	Serine_threonine-protein kinase KIN82;KIN82;PTN000682272;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	response to pheromone triggering conjugation with cellular fusion(GO:0000749);protein phosphorylation(GO:0006468);lipid transport(GO:0006869);phospholipid translocation(GO:0045332)	cellular_component(GO:0005575);nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000004364|UniProtKB=P40319	YLR372W	Elongation of fatty acids protein 3;ELO3;PTN000125731;orthologs	fatty acid elongase activity(GO:0009922);transferase activity(GO:0016740)	fatty acid biosynthetic process(GO:0006633);post-Golgi vesicle-mediated transport(GO:0006892);lipid biosynthetic process(GO:0008610);fatty acid elongation, saturated fatty acid(GO:0019367);sphingolipid biosynthetic process(GO:0030148);fatty acid elongation(GO:0030497);late endosome to vacuole transport via multivesicular body sorting pathway(GO:0032511);fatty acid elongation, monounsaturated fatty acid(GO:0034625);fatty acid elongation, polyunsaturated fatty acid(GO:0034626);very long-chain fatty acid biosynthetic process(GO:0042761);cellular lipid metabolic process(GO:0044255)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020)
YEAST|SGD=S000001304|UniProtKB=P40530	PKP1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 1, mitochondrial;PKP1;PTN000236696;orthologs	protein kinase activity(GO:0004672);pyruvate dehydrogenase (acetyl-transferring) kinase activity(GO:0004740);ATP binding(GO:0005524);kinase activity(GO:0016301)	protein phosphorylation(GO:0006468);regulation of glucose metabolic process(GO:0010906);protein-containing complex assembly(GO:0065003);regulation of mitophagy(GO:1901524)	mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
YEAST|SGD=S000005299|UniProtKB=Q00955	ACC1	Acetyl-CoA carboxylase;ACC1;PTN000429699;orthologs	acetyl-CoA carboxylase activity(GO:0003989);biotin carboxylase activity(GO:0004075);ATP binding(GO:0005524);ligase activity(GO:0016874);metal ion binding(GO:0046872)	protein import into nucleus(GO:0006606);fatty acid biosynthetic process(GO:0006633);long-chain fatty acid biosynthetic process(GO:0042759);small molecule metabolic process(GO:0044281);malonyl-CoA biosynthetic process(GO:2001295)	cytoplasm(GO:0005737);mitochondrion(GO:0005739);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829);membrane(GO:0016020)
YEAST|SGD=S000000808|UniProtKB=P40010	NUG1	Nuclear GTP-binding protein NUG1;NUG1;PTN000120026;orthologs	RNA binding(GO:0003723);mRNA binding(GO:0003729);GTPase activity(GO:0003924);GTP binding(GO:0005525)	ribosomal large subunit export from nucleus(GO:0000055);maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000463);protein transport(GO:0015031);ribosome biogenesis(GO:0042254)	nucleus(GO:0005634);nucleolus(GO:0005730);preribosome, large subunit precursor(GO:0030687)
YEAST|SGD=S000004361|UniProtKB=Q05931	SSQ1	Iron-sulfur cluster biogenesis chaperone, mitochondrial;SSQ1;PTN000452606;orthologs	ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);unfolded protein binding(GO:0051082);ATP-dependent protein folding chaperone(GO:0140662)	intracellular iron ion homeostasis(GO:0006879);iron-sulfur cluster assembly(GO:0016226);protein refolding(GO:0042026);chaperone cofactor-dependent protein refolding(GO:0051085);protein maturation by iron-sulfur cluster transfer(GO:0097428);protein maturation by [2Fe-2S] cluster transfer(GO:0106034)	cytoplasm(GO:0005737);mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
YEAST|SGD=S000004714|UniProtKB=P07342	ILV2	Acetolactate synthase catalytic subunit, mitochondrial;ILV2;PTN000438764;orthologs	magnesium ion binding(GO:0000287);acetolactate synthase activity(GO:0003984);transferase activity(GO:0016740);thiamine pyrophosphate binding(GO:0030976);metal ion binding(GO:0046872);flavin adenine dinucleotide binding(GO:0050660)	amino acid biosynthetic process(GO:0008652);branched-chain amino acid biosynthetic process(GO:0009082);isoleucine biosynthetic process(GO:0009097);valine biosynthetic process(GO:0009099)	mitochondrion(GO:0005739);acetolactate synthase complex(GO:0005948)
YEAST|SGD=S000002865|UniProtKB=Q03280	TOM1	E3 ubiquitin-protein ligase TOM1;TOM1;PTN000135206;orthologs	ubiquitin-protein transferase activity(GO:0004842);transferase activity(GO:0016740);ubiquitin protein ligase activity(GO:0061630)	protein polyubiquitination(GO:0000209);mitotic cell cycle(GO:0000278);endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000447);cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000448);endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000472);endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000480);rRNA processing(GO:0006364);ubiquitin-dependent protein catabolic process(GO:0006511);nucleocytoplasmic transport(GO:0006913);nucleus organization(GO:0006997);regulation of cell size(GO:0008361);protein ubiquitination(GO:0016567);mRNA transport(GO:0051028)	nucleus(GO:0005634);nucleolus(GO:0005730);cytoplasm(GO:0005737)
YEAST|SGD=S000006100|UniProtKB=P32945	PPQ1	Serine_threonine-protein phosphatase PPQ;PPQ1;PTN000186040;orthologs	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);myosin phosphatase activity(GO:0017018);metal ion binding(GO:0046872)	chromosome segregation(GO:0007059);regulation of mitotic cell cycle(GO:0007346);negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion(GO:0090029)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000002529|UniProtKB=P13185	KIN1	Serine_threonine protein kinase KIN1;KIN1;PTN000679500;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	protein phosphorylation(GO:0006468);exocytosis(GO:0006887);positive regulation of exocytosis(GO:0045921);positive regulation of IRE1-mediated unfolded protein response(GO:1903896)	cytoplasm(GO:0005737);plasma membrane(GO:0005886);cytoplasmic side of plasma membrane(GO:0009898)
