CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000005913|UniProtKB=P05066	PHR1	Deoxyribodipyrimidine photo-lyase, mitochondrial;PHR1;PTN000155950;orthologs	nucleotide binding(GO:0000166);DNA binding(GO:0003677);mRNA binding(GO:0003729);deoxyribodipyrimidine photo-lyase activity(GO:0003904);lyase activity(GO:0016829);FAD binding(GO:0071949);organic cyclic compound binding(GO:0097159)	photoreactive repair(GO:0000719);nucleobase-containing compound metabolic process(GO:0006139);DNA repair(GO:0006281);response to stress(GO:0006950);circadian regulation of gene expression(GO:0032922);entrainment of circadian clock by photoperiod(GO:0043153)	nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739)
YEAST|SGD=S000000931|UniProtKB=P38990	SAK1	SNF1-activating kinase 1;SAK1;PTN000680333;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	regulation of glycogen biosynthetic process(GO:0005979);protein phosphorylation(GO:0006468);cellular response to glucose starvation(GO:0042149);regulation of DNA-templated DNA replication(GO:0090329);regulation of protein localization to nucleus(GO:1900180);regulation of pseudohyphal growth(GO:2000220)	cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000002976|UniProtKB=P05030	PMA1	Plasma membrane ATPase 1;PMA1;PTN000644071;orthologs	ATP binding(GO:0005524);P-type proton-exporting transporter activity(GO:0008553);P-type ion transporter activity(GO:0015662);ATP hydrolysis activity(GO:0016887);ATPase-coupled monoatomic cation transmembrane transporter activity(GO:0019829);inorganic cation transmembrane transporter activity(GO:0022890);metal ion binding(GO:0046872)	regulation of intracellular pH(GO:0051453);transmembrane transport(GO:0055085);inorganic cation transmembrane transport(GO:0098662);proton export across plasma membrane(GO:0120029);proton transmembrane transport(GO:1902600);proteasome storage granule assembly(GO:1902906);positive regulation of TORC1 signaling(GO:1904263)	mitochondrion(GO:0005739);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020);eisosome(GO:0032126);membrane raft(GO:0045121)
YEAST|SGD=S000005215|UniProtKB=P41832	BNI1	Protein BNI1;BNI1;PTN000575766;orthologs	actin binding(GO:0003779);profilin binding(GO:0005522);small GTPase binding(GO:0031267)	establishment of mitotic spindle orientation(GO:0000132);budding cell apical bud growth(GO:0007118);actin cytoskeleton organization(GO:0030036);regulation of protein localization(GO:0032880);regulation of actin cytoskeleton organization(GO:0032956);actin nucleation(GO:0045010);barbed-end actin filament capping(GO:0051016);actin filament bundle assembly(GO:0051017);cell division(GO:0051301);formin-nucleated actin cable assembly(GO:0070649);cellular hyperosmotic response(GO:0071474);mitotic actomyosin contractile ring assembly(GO:1903475)	incipient cellular bud site(GO:0000131);polarisome(GO:0000133);prospore membrane(GO:0005628);cytoplasm(GO:0005737);cytosol(GO:0005829);cytoskeleton(GO:0005856);actin filament(GO:0005884);plasma membrane(GO:0005886);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938);actin cytoskeleton(GO:0015629);cell division site(GO:0032153);cell projection(GO:0042995);mating projection tip(GO:0043332)
YEAST|SGD=S000003623|UniProtKB=P09880	TRL1	tRNA ligase;TRL1;PTN000782260;orthologs	RNA ligase (ATP) activity(GO:0003972);2',3'-cyclic-nucleotide 3'-phosphodiesterase activity(GO:0004113);endonuclease activity(GO:0004519);ATP binding(GO:0005524);phosphoric diester hydrolase activity(GO:0008081);kinase activity(GO:0016301);ligase activity(GO:0016874);GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity(GO:0051730)	tRNA splicing, via endonucleolytic cleavage and ligation(GO:0006388);tRNA processing(GO:0008033);positive regulation of translation in response to stress(GO:0032056);IRE1-mediated unfolded protein response(GO:0036498);nuclear-transcribed mRNA catabolic process, no-go decay(GO:0070966);regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:2000622)	nucleus(GO:0005634);nuclear inner membrane(GO:0005637);cytoplasm(GO:0005737)
YEAST|SGD=S000002780|UniProtKB=Q06385	VPS74	Vacuolar protein sorting-associated protein 74;VPS74;PTN000295030;orthologs	lipid binding(GO:0008289);enzyme binding(GO:0019899);phosphatidylinositol-4-phosphate binding(GO:0070273)	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);Golgi organization(GO:0007030);protein transport(GO:0015031);endoplasmic reticulum unfolded protein response(GO:0030968);Golgi to plasma membrane protein transport(GO:0043001);protein retention in Golgi apparatus(GO:0045053);Golgi vesicle budding(GO:0048194);regulation of phosphatidylinositol dephosphorylation(GO:0060304)	Golgi membrane(GO:0000139);nucleus(GO:0005634);cytoplasm(GO:0005737);Golgi apparatus(GO:0005794);Golgi medial cisterna(GO:0005797);trans-Golgi network(GO:0005802);cytosol(GO:0005829);membrane(GO:0016020);Golgi cisterna(GO:0031985);Golgi cisterna membrane(GO:0032580)
YEAST|SGD=S000004367|UniProtKB=Q05937	STP3	Zinc finger protein STP3;STP3;;orthologs	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);zinc ion binding(GO:0008270);sequence-specific DNA binding(GO:0043565);metal ion binding(GO:0046872)	regulation of transcription by RNA polymerase II(GO:0006357);biological_process(GO:0008150)	nucleus(GO:0005634)
YEAST|SGD=S000005314|UniProtKB=P53599	SSK2	MAP kinase kinase kinase SSK2;SSK2;PTN000686182;orthologs	actin binding(GO:0003779);protein serine/threonine kinase activity(GO:0004674);MAP kinase kinase kinase activity(GO:0004709);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	osmosensory signaling via phosphorelay pathway(GO:0007234);regulation of actin cytoskeleton organization(GO:0032956);p38MAPK cascade(GO:0038066);stress-activated MAPK cascade(GO:0051403);cellular hyperosmotic response(GO:0071474)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);cytosol(GO:0005829);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938)
YEAST|SGD=S000002510|UniProtKB=P32917	STE5	Protein STE5;STE5;;orthologs	MAP-kinase scaffold activity(GO:0005078);phosphatidylinositol-4,5-bisphosphate binding(GO:0005546);kinase binding(GO:0019900);G-protein beta-subunit binding(GO:0031681)	MAPK cascade(GO:0000165);pheromone-dependent signal transduction involved in conjugation with cellular fusion(GO:0000750);invasive growth in response to glucose limitation(GO:0001403);positive regulation of protein phosphorylation(GO:0001934);response to pheromone(GO:0019236);negative regulation of MAPK cascade(GO:0043409)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);mating projection tip(GO:0043332);mating projection tip membrane(GO:0070867)
YEAST|SGD=S000002981|UniProtKB=P12383	PDR1	Transcription factor PDR1;PDR1;PTN005325569;orthologs	DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA-binding transcription activator activity, RNA polymerase II-specific(GO:0001228);DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	DNA-templated transcription(GO:0006351);regulation of DNA-templated transcription(GO:0006355);positive regulation of transcription by RNA polymerase II(GO:0045944);cellular response to xenobiotic stimulus(GO:0071466);positive regulation of cellular response to drug(GO:2001040)	nucleus(GO:0005634);cytosol(GO:0005829)
YEAST|SGD=S000001128|UniProtKB=Q00539	NAM8	Protein NAM8;NAM8;PTN002540085;orthologs	RNA binding(GO:0003723);mRNA binding(GO:0003729)	mRNA splicing, via spliceosome(GO:0000398);mRNA splice site recognition(GO:0006376);mRNA processing(GO:0006397);RNA splicing(GO:0008380);positive regulation of mRNA splicing, via spliceosome(GO:0048026)	commitment complex(GO:0000243);nucleus(GO:0005634);spliceosomal complex(GO:0005681);U1 snRNP(GO:0005685);cytoplasm(GO:0005737);cytosol(GO:0005829);intracellular organelle(GO:0043229);U2-type prespliceosome(GO:0071004)
YEAST|SGD=S000005564|UniProtKB=P32480	HIR2	Protein HIR2;HIR2;PTN000352714;orthologs	DNA binding(GO:0003677);transcription corepressor activity(GO:0003714);nucleosome binding(GO:0031491)	negative regulation of transcription by RNA polymerase II(GO:0000122);chromatin organization(GO:0006325);chromatin remodeling(GO:0006338);DNA-templated transcription(GO:0006351);regulation of DNA-templated transcription(GO:0006355);negative regulation of transcription by RNA polymerase III(GO:0016480);transcription elongation-coupled chromatin remodeling(GO:0140673)	HIR complex(GO:0000417);chromatin(GO:0000785);nucleus(GO:0005634);chromosome(GO:0005694);cytosol(GO:0005829)
YEAST|SGD=S000003315|UniProtKB=P12754	GCD2	Translation initiation factor eIF-2B subunit delta;GCD2;PTN000027967;orthologs	translation initiation factor activity(GO:0003743);guanyl-nucleotide exchange factor activity(GO:0005085);enzyme regulator activity(GO:0030234)	translation(GO:0006412);translational initiation(GO:0006413);regulation of translation(GO:0006417);regulation of translational initiation(GO:0006446)	cytoplasm(GO:0005737);cytosol(GO:0005829);eukaryotic translation initiation factor 2B complex(GO:0005851);guanyl-nucleotide exchange factor complex(GO:0032045)
YEAST|SGD=S000001100|UniProtKB=P38782	MED6	Mediator of RNA polymerase II transcription subunit 6;MED6;PTN000318589;orthologs	transcription coregulator activity(GO:0003712);transcription coactivator activity(GO:0003713)	regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944);RNA polymerase II preinitiation complex assembly(GO:0051123)	nucleus(GO:0005634);mediator complex(GO:0016592);core mediator complex(GO:0070847)
YEAST|SGD=S000003820|UniProtKB=P47116	PTK2	Serine_threonine-protein kinase PTK2_STK2;PTK2;PTN000679479;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	G1/S transition of mitotic cell cycle(GO:0000082);spermine transport(GO:0000296);protein phosphorylation(GO:0006468);intracellular monoatomic ion homeostasis(GO:0006873);regulation of cell size(GO:0008361);putrescine transport(GO:0015847);spermidine transport(GO:0015848)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000001124|UniProtKB=P38691	KSP1	Serine_threonine-protein kinase KSP1;KSP1;PTN002389094;orthologs	mRNA binding(GO:0003729);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	protein phosphorylation(GO:0006468);protein localization(GO:0008104);regulation of autophagy(GO:0010506);regulation of filamentous growth(GO:0010570);negative regulation of macroautophagy(GO:0016242);TOR signaling(GO:0031929);regulation of translation in response to stress(GO:0043555);regulation of pseudohyphal growth(GO:2000220)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytoplasmic stress granule(GO:0010494)
YEAST|SGD=S000004238|UniProtKB=P38623	RCK2	Serine_threonine-protein kinase RCK2;RCK2;PTN000681113;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calmodulin binding(GO:0005516);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	osmosensory signaling pathway(GO:0007231);cellular response to oxidative stress(GO:0034599);regulation of meiotic nuclear division(GO:0040020)	cytoplasm(GO:0005737)
YEAST|SGD=S000000376|UniProtKB=P32909	SMY2	Protein SMY2;SMY2;PTN000374465;orthologs	protein binding(GO:0005515)	regulation of transcription by RNA polymerase II(GO:0006357);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);protein-containing complex disassembly(GO:0032984);nuclear protein quality control by the ubiquitin-proteasome system(GO:0071630)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829)
YEAST|SGD=S000004417|UniProtKB=Q06412	TUS1	Rho1 guanine nucleotide exchange factor TUS1;TUS1;PTN000975274;orthologs	guanyl-nucleotide exchange factor activity(GO:0005085)	signal transduction(GO:0007165);fungal-type cell wall organization(GO:0031505);positive regulation of mitotic actomyosin contractile ring assembly(GO:1903501)	incipient cellular bud site(GO:0000131);cellular bud neck(GO:0005935)
YEAST|SGD=S000003223|UniProtKB=P32805	FZF1	Zinc finger protein FZF1;FZF1;PTN005285611;orthologs	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription activator activity, RNA polymerase II-specific(GO:0001228);DNA binding(GO:0003677);zinc ion binding(GO:0008270);sequence-specific DNA binding(GO:0043565);metal ion binding(GO:0046872)	regulation of transcription by RNA polymerase II(GO:0006357);cyanamide metabolic process(GO:0018890);positive regulation of transcription by RNA polymerase II(GO:0045944);positive regulation of sulfite transport(GO:1900072)	nucleus(GO:0005634)
YEAST|SGD=S000001308|UniProtKB=P39014	MET30	F-box protein MET30;MET30;PTN000520764;orthologs	ubiquitin binding(GO:0043130)	G1/S transition of mitotic cell cycle(GO:0000082);protein polyubiquitination(GO:0000209);regulation of transcription by RNA polymerase II(GO:0006357);methionine biosynthetic process(GO:0009086);protein ubiquitination(GO:0016567);cysteine biosynthetic process(GO:0019344);SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146);response to arsenic-containing substance(GO:0046685);response to cadmium ion(GO:0046686)	nucleus(GO:0005634);cytoplasm(GO:0005737);SCF ubiquitin ligase complex(GO:0019005);nuclear SCF ubiquitin ligase complex(GO:0043224)
YEAST|SGD=S000002840|UniProtKB=Q01560	NPL3	Serine_arginine (SR)-type shuttling mRNA binding protein NPL3;NPL3;PTN002744294;orthologs	RNA polymerase II complex binding(GO:0000993);double-stranded telomeric DNA binding(GO:0003691);RNA binding(GO:0003723);mRNA binding(GO:0003729);poly(A) binding(GO:0008143);eukaryotic initiation factor 4G binding(GO:0031370);telomeric repeat-containing RNA binding(GO:0061752)	mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);translational termination(GO:0006415);negative regulation of translation(GO:0017148);positive regulation of transcription elongation by RNA polymerase II(GO:0032968);ribosome biogenesis(GO:0042254);negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled(GO:2000805)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytoplasmic stress granule(GO:0010494);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000005898|UniProtKB=Q08886	GPB1	Guanine nucleotide-binding protein subunit beta 1;GPB1;PTN004621186;orthologs	cAMP-dependent protein kinase inhibitor activity(GO:0004862);GTPase activating protein binding(GO:0032794)	protein polyubiquitination(GO:0000209);invasive growth in response to glucose limitation(GO:0001403);ubiquitin-dependent protein catabolic process(GO:0006511);pseudohyphal growth(GO:0007124);glucose mediated signaling pathway(GO:0010255);negative regulation of phosphorylation(GO:0042326);positive regulation of Ras protein signal transduction(GO:0046579);negative regulation of Ras protein signal transduction(GO:0046580)	cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000003327|UniProtKB=P53256	RRP46	Exosome complex component RRP46;RRP46;PTN000237369;orthologs	molecular_function(GO:0003674);RNA binding(GO:0003723)	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000467);nuclear-transcribed mRNA catabolic process(GO:0000956);rRNA processing(GO:0006364);rRNA catabolic process(GO:0016075);U4 snRNA 3'-end processing(GO:0034475);nuclear mRNA surveillance(GO:0071028);nuclear polyadenylation-dependent rRNA catabolic process(GO:0071035);TRAMP-dependent tRNA surveillance pathway(GO:0071038);nuclear polyadenylation-dependent mRNA catabolic process(GO:0071042);poly(A)-dependent snoRNA 3'-end processing(GO:0071051)	nuclear exosome (RNase complex)(GO:0000176);cytoplasmic exosome (RNase complex)(GO:0000177);exosome (RNase complex)(GO:0000178);nucleus(GO:0005634);nucleolus(GO:0005730);cytoplasm(GO:0005737)
YEAST|SGD=S000000052|UniProtKB=P39717	GPB2	Guanine nucleotide-binding protein subunit beta 2;GPB2;PTN004621185;orthologs	cAMP-dependent protein kinase inhibitor activity(GO:0004862);GTPase activating protein binding(GO:0032794)	invasive growth in response to glucose limitation(GO:0001403);pseudohyphal growth(GO:0007124);signal transduction(GO:0007165);glucose mediated signaling pathway(GO:0010255);ascospore formation(GO:0030437);negative regulation of Ras protein signal transduction(GO:0046580)	cytoplasm(GO:0005737);mitochondrion(GO:0005739);plasma membrane(GO:0005886)
YEAST|SGD=S000000687|UniProtKB=P25341	KIN82	Serine_threonine-protein kinase KIN82;KIN82;PTN000682272;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	response to pheromone triggering conjugation with cellular fusion(GO:0000749);protein phosphorylation(GO:0006468);lipid transport(GO:0006869);phospholipid translocation(GO:0045332)	cellular_component(GO:0005575);nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000000684|UniProtKB=P15891	ABP1	Actin-binding protein;ABP1;PTN000089329;orthologs	actin binding(GO:0003779);actin filament binding(GO:0051015)	actin cortical patch assembly(GO:0000147);regulation of actin filament polymerization(GO:0030833);protein localization to actin cortical patch(GO:0044379);barbed-end actin filament capping(GO:0051016);positive regulation of Arp2/3 complex-mediated actin nucleation(GO:2000601)	cytoplasm(GO:0005737);cytoskeleton(GO:0005856);actin filament(GO:0005884);cell cortex(GO:0005938);site of polarized growth(GO:0030427);actin cortical patch(GO:0030479);cortical actin cytoskeleton(GO:0030864);mating projection tip(GO:0043332);cell periphery(GO:0071944)
YEAST|SGD=S000001304|UniProtKB=P40530	PKP1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 1, mitochondrial;PKP1;PTN000236696;orthologs	protein kinase activity(GO:0004672);pyruvate dehydrogenase (acetyl-transferring) kinase activity(GO:0004740);ATP binding(GO:0005524);kinase activity(GO:0016301)	protein phosphorylation(GO:0006468);regulation of glucose metabolic process(GO:0010906);protein-containing complex assembly(GO:0065003);regulation of mitophagy(GO:1901524)	mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
YEAST|SGD=S000006101|UniProtKB=Q08921	TCO89	Target of rapamycin complex 1 subunit TCO89;TCO89;PTN002736093;orthologs	molecular_function(GO:0003674)	regulation of cell growth(GO:0001558);glycerol metabolic process(GO:0006071);response to salt stress(GO:0009651);fungal-type cell wall organization(GO:0031505);TOR signaling(GO:0031929)	fungal-type vacuole membrane(GO:0000329);vacuole(GO:0005773);vacuolar membrane(GO:0005774);plasma membrane(GO:0005886);TORC1 complex(GO:0031931)
YEAST|SGD=S000002865|UniProtKB=Q03280	TOM1	E3 ubiquitin-protein ligase TOM1;TOM1;PTN000135206;orthologs	ubiquitin-protein transferase activity(GO:0004842);transferase activity(GO:0016740);ubiquitin protein ligase activity(GO:0061630)	protein polyubiquitination(GO:0000209);mitotic cell cycle(GO:0000278);endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000447);cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000448);endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000472);endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000480);rRNA processing(GO:0006364);ubiquitin-dependent protein catabolic process(GO:0006511);nucleocytoplasmic transport(GO:0006913);nucleus organization(GO:0006997);regulation of cell size(GO:0008361);protein ubiquitination(GO:0016567);mRNA transport(GO:0051028)	nucleus(GO:0005634);nucleolus(GO:0005730);cytoplasm(GO:0005737)
YEAST|SGD=S000006100|UniProtKB=P32945	PPQ1	Serine_threonine-protein phosphatase PPQ;PPQ1;PTN000186040;orthologs	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);myosin phosphatase activity(GO:0017018);metal ion binding(GO:0046872)	chromosome segregation(GO:0007059);regulation of mitotic cell cycle(GO:0007346);negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion(GO:0090029)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000002529|UniProtKB=P13185	KIN1	Serine_threonine protein kinase KIN1;KIN1;PTN000679500;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	protein phosphorylation(GO:0006468);exocytosis(GO:0006887);positive regulation of exocytosis(GO:0045921);positive regulation of IRE1-mediated unfolded protein response(GO:1903896)	cytoplasm(GO:0005737);plasma membrane(GO:0005886);cytoplasmic side of plasma membrane(GO:0009898)
YEAST|SGD=S000000290|UniProtKB=P38250	IST2	Increased sodium tolerance protein 2;IST2;PTN000267379;orthologs	chloride channel activity(GO:0005254);lipid binding(GO:0008289)	regulation of phosphatidylinositol dephosphorylation(GO:0060304);protein localization to plasma membrane(GO:0072659);endoplasmic reticulum membrane organization(GO:0090158);chloride transmembrane transport(GO:1902476)	plasma membrane(GO:0005886);cortical endoplasmic reticulum(GO:0032541);cellular bud membrane(GO:0033101);cell periphery(GO:0071944)
YEAST|SGD=S000004651|UniProtKB=Q04659	CSM3	Chromosome segregation in meiosis protein 3;CSM3;PTN000325291;orthologs	molecular_function(GO:0003674);DNA binding(GO:0003677)	DNA replication checkpoint signaling(GO:0000076);DNA repair(GO:0006281);DNA damage response(GO:0006974);mitotic sister chromatid cohesion(GO:0007064);negative regulation of DNA replication(GO:0008156);replication fork processing(GO:0031297);establishment of mitotic sister chromatid cohesion(GO:0034087);replication fork arrest(GO:0043111);maintenance of DNA repeat elements(GO:0043570);meiotic chromosome segregation(GO:0045132);meiotic cell cycle(GO:0051321)	nucleus(GO:0005634);cytoplasm(GO:0005737);replication fork protection complex(GO:0031298)
YEAST|SGD=S000006369|UniProtKB=P06780	RHO1	GTP-binding protein RHO1;RHO1;PTN000632886;orthologs	GTPase activity(GO:0003924);GTP binding(GO:0005525);enzyme activator activity(GO:0008047);hydrolase activity(GO:0016787);protein kinase binding(GO:0019901);G-protein beta-subunit binding(GO:0031681)	actin filament organization(GO:0007015);budding cell bud growth(GO:0007117);signal transduction(GO:0007165);small GTPase-mediated signal transduction(GO:0007264);regulation of cell size(GO:0008361);actin cytoskeleton organization(GO:0030036);cellular bud neck septin ring organization(GO:0032186);regulation of protein localization(GO:0032880);regulation of vacuole fusion, non-autophagic(GO:0032889);regulation of actin cytoskeleton organization(GO:0032956);positive regulation of endocytosis(GO:0045807);regulation of exocyst localization(GO:0060178);regulation of fungal-type cell wall organization(GO:0060237);positive regulation of protein kinase C signaling(GO:0090037);regulation of cell wall (1->3)-beta-D-glucan biosynthetic process(GO:0090334);regulation of secondary cell septum biogenesis(GO:1903395);positive regulation of mitotic actomyosin contractile ring assembly(GO:1903501)	incipient cellular bud site(GO:0000131);1,3-beta-D-glucan synthase complex(GO:0000148);fungal-type vacuole membrane(GO:0000329);mitochondrion(GO:0005739);mitochondrial outer membrane(GO:0005741);endosome(GO:0005768);peroxisome(GO:0005777);peroxisomal membrane(GO:0005778);endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);cytosol(GO:0005829);plasma membrane(GO:0005886);cellular bud(GO:0005933);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);endosome membrane(GO:0010008);mating projection tip(GO:0043332);cell periphery(GO:0071944)
YEAST|SGD=S000003704|UniProtKB=P46995	SET2	Histone-lysine N-methyltransferase, H3 lysine-36 specific;SET2;PTN002556494;orthologs	RNA binding(GO:0003723);methyltransferase activity(GO:0008168);zinc ion binding(GO:0008270);histone H3K36 methyltransferase activity(GO:0046975);histone H3K36 trimethyltransferase activity(GO:0140955)	transcription-coupled nucleotide-excision repair(GO:0006283);chromatin remodeling(GO:0006338);DNA-templated transcription termination(GO:0006353);DNA-templated transcription elongation(GO:0006354);regulation of DNA-templated transcription(GO:0006355);sno(s)RNA transcription(GO:0009302);regulation of DNA-templated DNA replication initiation(GO:0030174);ascospore formation(GO:0030437);methylation(GO:0032259);negative regulation of reciprocal meiotic recombination(GO:0045128);negative regulation of antisense RNA transcription(GO:0060195)	chromatin(GO:0000785);nucleus(GO:0005634);chromosome(GO:0005694);cytosol(GO:0005829)
YEAST|SGD=S000001927|UniProtKB=P38989	SMC2	Structural maintenance of chromosomes protein 2;SMC2;PTN000434737;orthologs	DNA secondary structure binding(GO:0000217);minor groove of adenine-thymine-rich DNA binding(GO:0003680);chromatin binding(GO:0003682);double-stranded DNA binding(GO:0003690);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)	mitotic sister chromatid segregation(GO:0000070);chromosome segregation(GO:0007059);mitotic chromosome condensation(GO:0007076);chromosome condensation(GO:0030261);chromosome organization(GO:0051276);cell division(GO:0051301);tRNA gene clustering(GO:0070058);rDNA chromatin condensation(GO:0070550);negative regulation of meiotic DNA double-strand break formation(GO:1903342)	chromatin(GO:0000785);condensed chromosome(GO:0000793);condensin complex(GO:0000796);nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737);mitochondrion(GO:0005739)
YEAST|SGD=S000001359|UniProtKB=P40492	FYV10	Protein FYV10;FYV10;PTN000255845;orthologs	ubiquitin-protein transferase activity(GO:0004842);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567);negative regulation of apoptotic process(GO:0043066);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161);negative regulation of gluconeogenesis(GO:0045721)	nucleus(GO:0005634);cytoplasm(GO:0005737);GID complex(GO:0034657)
YEAST|SGD=S000006315|UniProtKB=P32328	DBF20	Serine_threonine-protein kinase DBF20;DBF20;PTN000683463;orthologs	protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	mitotic cytokinesis(GO:0000281);division septum assembly(GO:0000917);exit from mitosis(GO:0010458);peptidyl-serine phosphorylation(GO:0018105);intracellular signal transduction(GO:0035556);regulation of mRNA catabolic process(GO:0061013)	cytoplasm(GO:0005737);microtubule organizing center(GO:0005815);spindle pole body(GO:0005816);cellular bud neck(GO:0005935)
YEAST|SGD=S000006345|UniProtKB=P17119	KAR3	Kinesin-like protein KAR3;KAR3;PTN002380241;orthologs	cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017);minus-end-directed microtubule motor activity(GO:0008569);isomerase activity(GO:0016853)	mitotic cell cycle(GO:0000278);karyogamy(GO:0000741);karyogamy involved in conjugation with cellular fusion(GO:0000742);nuclear migration involved in conjugation with cellular fusion(GO:0000743);microtubule-based movement(GO:0007018);chromosome segregation(GO:0007059);mitotic sister chromatid cohesion(GO:0007064);cell division(GO:0051301);meiotic cell cycle(GO:0051321);regulation of mitotic spindle organization(GO:0060236)	spindle pole(GO:0000922);nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737);spindle pole body(GO:0005816);spindle(GO:0005819);cytoskeleton(GO:0005856);microtubule(GO:0005874);cytoplasmic microtubule(GO:0005881)
YEAST|SGD=S000000437|UniProtKB=P38151	PBP2	PAB1-binding protein 2;PBP2;PTN000032754;orthologs	RNA binding(GO:0003723);mRNA binding(GO:0003729)	telomere maintenance(GO:0000723);regulation of gene expression(GO:0010468);regulation of RNA metabolic process(GO:0051252)	nucleus(GO:0005634);cytoplasm(GO:0005737);ribonucleoprotein complex(GO:1990904)
