CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000004773|UniProtKB=Q03824	INP2	Inheritance of peroxisomes protein 2;INP2;;orthologs	protein-membrane adaptor activity(GO:0043495)	peroxisome inheritance(GO:0045033)	cytoplasm(GO:0005737);peroxisome(GO:0005777);peroxisomal membrane(GO:0005778);membrane(GO:0016020)
YEAST|SGD=S000002399|UniProtKB=P35688	LRG1	Rho-GTPase-activating protein LRG1;LRG1;PTN000571323;orthologs	GTPase activator activity(GO:0005096);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	cytogamy(GO:0000755);signal transduction(GO:0007165);actin cytoskeleton organization(GO:0030036);sporulation resulting in formation of a cellular spore(GO:0030435);negative regulation of Rho protein signal transduction(GO:0035024);regulation of fungal-type cell wall organization(GO:0060237);negative regulation of protein kinase C signaling(GO:0090038);regulation of cell wall (1->3)-beta-D-glucan biosynthetic process(GO:0090334)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);mitochondrion(GO:0005739);cellular bud(GO:0005933);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);site of polarized growth(GO:0030427);mating projection tip(GO:0043332)
YEAST|SGD=S000005421|UniProtKB=Q12296	MAM3	Protein MAM3;MAM3;PTN000249033;orthologs	molecular_function(GO:0003674)	mitochondrion organization(GO:0007005);magnesium ion homeostasis(GO:0010960);intracellular magnesium ion homeostasis(GO:0010961);intracellular manganese ion homeostasis(GO:0030026)	fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);vacuole(GO:0005773);vacuolar membrane(GO:0005774);endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
YEAST|SGD=S000002275|UniProtKB=Q07533	CYK3	Cytokinesis protein 3;CYK3;PTN008201354;orthologs	enzyme regulator activity(GO:0030234)	cell division(GO:0051301);mitotic division septum assembly(GO:0140278);secondary cell septum biogenesis(GO:1990344)	cellular bud neck contractile ring(GO:0000142);nucleus(GO:0005634);cytoplasm(GO:0005737);cellular bud neck(GO:0005935);HICS complex(GO:0044697);mitotic actomyosin contractile ring(GO:0110085)
YEAST|SGD=S000002976|UniProtKB=P05030	PMA1	Plasma membrane ATPase 1;PMA1;PTN000644071;orthologs	ATP binding(GO:0005524);P-type proton-exporting transporter activity(GO:0008553);P-type ion transporter activity(GO:0015662);ATP hydrolysis activity(GO:0016887);ATPase-coupled monoatomic cation transmembrane transporter activity(GO:0019829);inorganic cation transmembrane transporter activity(GO:0022890);metal ion binding(GO:0046872)	regulation of intracellular pH(GO:0051453);transmembrane transport(GO:0055085);inorganic cation transmembrane transport(GO:0098662);proton export across plasma membrane(GO:0120029);proton transmembrane transport(GO:1902600);proteasome storage granule assembly(GO:1902906);positive regulation of TORC1 signaling(GO:1904263)	mitochondrion(GO:0005739);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020);eisosome(GO:0032126);membrane raft(GO:0045121)
YEAST|SGD=S000005215|UniProtKB=P41832	BNI1	Protein BNI1;BNI1;PTN000575766;orthologs	actin binding(GO:0003779);profilin binding(GO:0005522);small GTPase binding(GO:0031267)	establishment of mitotic spindle orientation(GO:0000132);budding cell apical bud growth(GO:0007118);actin cytoskeleton organization(GO:0030036);regulation of protein localization(GO:0032880);regulation of actin cytoskeleton organization(GO:0032956);actin nucleation(GO:0045010);barbed-end actin filament capping(GO:0051016);actin filament bundle assembly(GO:0051017);cell division(GO:0051301);formin-nucleated actin cable assembly(GO:0070649);cellular hyperosmotic response(GO:0071474);mitotic actomyosin contractile ring assembly(GO:1903475)	incipient cellular bud site(GO:0000131);polarisome(GO:0000133);prospore membrane(GO:0005628);cytoplasm(GO:0005737);cytosol(GO:0005829);cytoskeleton(GO:0005856);actin filament(GO:0005884);plasma membrane(GO:0005886);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938);actin cytoskeleton(GO:0015629);cell division site(GO:0032153);cell projection(GO:0042995);mating projection tip(GO:0043332)
YEAST|SGD=S000002780|UniProtKB=Q06385	VPS74	Vacuolar protein sorting-associated protein 74;VPS74;PTN000295030;orthologs	lipid binding(GO:0008289);enzyme binding(GO:0019899);phosphatidylinositol-4-phosphate binding(GO:0070273)	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);Golgi organization(GO:0007030);protein transport(GO:0015031);endoplasmic reticulum unfolded protein response(GO:0030968);Golgi to plasma membrane protein transport(GO:0043001);protein retention in Golgi apparatus(GO:0045053);Golgi vesicle budding(GO:0048194);regulation of phosphatidylinositol dephosphorylation(GO:0060304)	Golgi membrane(GO:0000139);nucleus(GO:0005634);cytoplasm(GO:0005737);Golgi apparatus(GO:0005794);Golgi medial cisterna(GO:0005797);trans-Golgi network(GO:0005802);cytosol(GO:0005829);membrane(GO:0016020);Golgi cisterna(GO:0031985);Golgi cisterna membrane(GO:0032580)
YEAST|SGD=S000005294|UniProtKB=P20095	PRP2	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2;PRP2;PTN000434067;orthologs	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);helicase activity(GO:0004386);ATP binding(GO:0005524);ATP-dependent activity, acting on RNA(GO:0008186);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	generation of catalytic spliceosome for first transesterification step(GO:0000349);RNA processing(GO:0006396);mRNA processing(GO:0006397);RNA splicing(GO:0008380);ribonucleoprotein complex biogenesis(GO:0022613);snoRNA splicing(GO:0034247)	intracellular anatomical structure(GO:0005622);nucleus(GO:0005634);U2-type catalytic step 1 spliceosome(GO:0071006);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000002265|UniProtKB=P40990	MSS2	Protein MSS2, mitochondrial;MSS2;;orthologs	molecular_function(GO:0003674)	protein insertion into mitochondrial inner membrane from matrix(GO:0032979)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);mitochondrial matrix(GO:0005759)
YEAST|SGD=S000001174|UniProtKB=P38836	ECM14	Inactive metallocarboxypeptidase ECM14;ECM14;PTN000194408;orthologs	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	proteolysis(GO:0006508);cell wall organization(GO:0071555)	fungal-type vacuole(GO:0000324);extracellular region(GO:0005576);extracellular space(GO:0005615);vacuole(GO:0005773)
YEAST|SGD=S000001128|UniProtKB=Q00539	NAM8	Protein NAM8;NAM8;PTN002540085;orthologs	RNA binding(GO:0003723);mRNA binding(GO:0003729)	mRNA splicing, via spliceosome(GO:0000398);mRNA splice site recognition(GO:0006376);mRNA processing(GO:0006397);RNA splicing(GO:0008380);positive regulation of mRNA splicing, via spliceosome(GO:0048026)	commitment complex(GO:0000243);nucleus(GO:0005634);spliceosomal complex(GO:0005681);U1 snRNP(GO:0005685);cytoplasm(GO:0005737);cytosol(GO:0005829);intracellular organelle(GO:0043229);U2-type prespliceosome(GO:0071004)
YEAST|SGD=S000005564|UniProtKB=P32480	HIR2	Protein HIR2;HIR2;PTN000352714;orthologs	DNA binding(GO:0003677);transcription corepressor activity(GO:0003714);nucleosome binding(GO:0031491)	negative regulation of transcription by RNA polymerase II(GO:0000122);chromatin organization(GO:0006325);chromatin remodeling(GO:0006338);DNA-templated transcription(GO:0006351);regulation of DNA-templated transcription(GO:0006355);negative regulation of transcription by RNA polymerase III(GO:0016480);transcription elongation-coupled chromatin remodeling(GO:0140673)	HIR complex(GO:0000417);chromatin(GO:0000785);nucleus(GO:0005634);chromosome(GO:0005694);cytosol(GO:0005829)
YEAST|SGD=S000001100|UniProtKB=P38782	MED6	Mediator of RNA polymerase II transcription subunit 6;MED6;PTN000318589;orthologs	transcription coregulator activity(GO:0003712);transcription coactivator activity(GO:0003713)	regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944);RNA polymerase II preinitiation complex assembly(GO:0051123)	nucleus(GO:0005634);mediator complex(GO:0016592);core mediator complex(GO:0070847)
YEAST|SGD=S000003820|UniProtKB=P47116	PTK2	Serine_threonine-protein kinase PTK2_STK2;PTK2;PTN000679479;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	G1/S transition of mitotic cell cycle(GO:0000082);spermine transport(GO:0000296);protein phosphorylation(GO:0006468);intracellular monoatomic ion homeostasis(GO:0006873);regulation of cell size(GO:0008361);putrescine transport(GO:0015847);spermidine transport(GO:0015848)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000004888|UniProtKB=P48524	BUL1	Ubiquitin ligase-binding protein BUL1;BUL1;PTN000786495;orthologs	ubiquitin-ubiquitin ligase activity(GO:0034450)	mitochondrion inheritance(GO:0000001);protein polyubiquitination(GO:0000209);protein monoubiquitination(GO:0006513);response to glucose(GO:0009749);protein ubiquitination(GO:0016567);ubiquitin-dependent endocytosis(GO:0070086);ATP export(GO:1904669)	ubiquitin ligase complex(GO:0000151);cytoplasm(GO:0005737)
YEAST|SGD=S000001570|UniProtKB=Q00873	CYT2	Holocytochrome-c1 synthase;CYT2;PTN000297248;orthologs	holocytochrome-c synthase activity(GO:0004408);lyase activity(GO:0016829);metal ion binding(GO:0046872)	cytochrome c-heme linkage(GO:0018063)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);mitochondrial intermembrane space(GO:0005758)
YEAST|SGD=S000005562|UniProtKB=P32854	PEP12	Syntaxin PEP12;PEP12;PTN000461489;orthologs	SNARE binding(GO:0000149);SNAP receptor activity(GO:0005484)	vacuole inheritance(GO:0000011);intracellular protein transport(GO:0006886);Golgi to vacuole transport(GO:0006896);vesicle fusion(GO:0006906);vesicle-mediated transport(GO:0016192);macroautophagy(GO:0016236);cytoplasm to vacuole targeting by the Cvt pathway(GO:0032258);vesicle docking(GO:0048278)	fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);endosome(GO:0005768);Golgi apparatus(GO:0005794);cytosol(GO:0005829);endomembrane system(GO:0012505);membrane(GO:0016020);SNARE complex(GO:0031201)
YEAST|SGD=S000005717|UniProtKB=Q08562	ULS1	ATP-dependent helicase ULS1;ULS1;PTN000085097;orthologs	helicase activity(GO:0004386);ATP binding(GO:0005524);ATP-dependent activity, acting on DNA(GO:0008094);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);SUMO binding(GO:0032183);metal ion binding(GO:0046872);ATP-dependent chromatin remodeler activity(GO:0140658)	double-strand break repair via homologous recombination(GO:0000724);chromatin organization(GO:0006325);chromatin remodeling(GO:0006338);mating type switching(GO:0007533)	kinetochore(GO:0000776);nucleus(GO:0005634);nucleolus(GO:0005730);cytoplasm(GO:0005737);mitochondrion(GO:0005739)
YEAST|SGD=S000001208|UniProtKB=P33334	PRP8	Pre-mRNA-splicing factor 8;PRP8;PTN000124595;orthologs	second spliceosomal transesterification activity(GO:0000386);RNA binding(GO:0003723);mRNA binding(GO:0003729);metallopeptidase activity(GO:0008237);U6 snRNA binding(GO:0017070);U1 snRNA binding(GO:0030619);U2 snRNA binding(GO:0030620);U5 snRNA binding(GO:0030623);pre-mRNA intronic binding(GO:0097157)	spliceosomal tri-snRNP complex assembly(GO:0000244);generation of catalytic spliceosome for second transesterification step(GO:0000350);mRNA 3'-splice site recognition(GO:0000389);mRNA 5'-splice site recognition(GO:0000395);mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)	nucleus(GO:0005634);spliceosomal complex(GO:0005681);U5 snRNP(GO:0005682);U4/U6 x U5 tri-snRNP complex(GO:0046540);catalytic step 2 spliceosome(GO:0071013)
YEAST|SGD=S000000376|UniProtKB=P32909	SMY2	Protein SMY2;SMY2;PTN000374465;orthologs	protein binding(GO:0005515)	regulation of transcription by RNA polymerase II(GO:0006357);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);protein-containing complex disassembly(GO:0032984);nuclear protein quality control by the ubiquitin-proteasome system(GO:0071630)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829)
YEAST|SGD=S000004417|UniProtKB=Q06412	TUS1	Rho1 guanine nucleotide exchange factor TUS1;TUS1;PTN000975274;orthologs	guanyl-nucleotide exchange factor activity(GO:0005085)	signal transduction(GO:0007165);fungal-type cell wall organization(GO:0031505);positive regulation of mitotic actomyosin contractile ring assembly(GO:1903501)	incipient cellular bud site(GO:0000131);cellular bud neck(GO:0005935)
YEAST|SGD=S000004619|UniProtKB=Q04359	SPO20	Sporulation-specific protein 20;SPO20;PTN001062182;orthologs	SNAP receptor activity(GO:0005484);phosphatidylinositol-4,5-bisphosphate binding(GO:0005546);syntaxin binding(GO:0019905);phosphatidic acid binding(GO:0070300)	exocytosis(GO:0006887);vesicle fusion(GO:0006906);vesicle-mediated transport(GO:0016192);sporulation resulting in formation of a cellular spore(GO:0030435);ascospore-type prospore assembly(GO:0031321);membrane fusion(GO:0061025)	prospore membrane(GO:0005628);nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);SNARE complex(GO:0031201)
YEAST|SGD=S000006056|UniProtKB=Q03020	ISU1	Iron sulfur cluster assembly protein 1, mitochondrial;ISU1;PTN000009716;orthologs	ATPase activator activity(GO:0001671);iron ion binding(GO:0005506);ferrous iron binding(GO:0008198);zinc ion binding(GO:0008270);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537)	tRNA wobble uridine modification(GO:0002098);intracellular iron ion homeostasis(GO:0006879);iron-sulfur cluster assembly(GO:0016226)	cytoplasm(GO:0005737);mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
YEAST|SGD=S000004647|UniProtKB=Q04213	IOC4	ISWI one complex protein 4;IOC4;;orthologs	DNA binding(GO:0003677);ATP hydrolysis activity(GO:0016887)	chromatin remodeling(GO:0006338);sister chromatid cohesion(GO:0007062)	nucleus(GO:0005634);Isw1b complex(GO:0036437)
YEAST|SGD=S000002840|UniProtKB=Q01560	NPL3	Serine_arginine (SR)-type shuttling mRNA binding protein NPL3;NPL3;PTN002744294;orthologs	RNA polymerase II complex binding(GO:0000993);double-stranded telomeric DNA binding(GO:0003691);RNA binding(GO:0003723);mRNA binding(GO:0003729);poly(A) binding(GO:0008143);eukaryotic initiation factor 4G binding(GO:0031370);telomeric repeat-containing RNA binding(GO:0061752)	mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);translational termination(GO:0006415);negative regulation of translation(GO:0017148);positive regulation of transcription elongation by RNA polymerase II(GO:0032968);ribosome biogenesis(GO:0042254);negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled(GO:2000805)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytoplasmic stress granule(GO:0010494);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000005400|UniProtKB=Q01855	RPS15	Small ribosomal subunit protein uS19;RPS15;PTN000222989;orthologs	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735)	ribosomal small subunit assembly(GO:0000028);ribosomal subunit export from nucleus(GO:0000054);cytoplasmic translation(GO:0002181);translation(GO:0006412);ribosome biogenesis(GO:0042254)	cytoplasm(GO:0005737);cytosol(GO:0005829);ribosome(GO:0005840);small ribosomal subunit(GO:0015935);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000003327|UniProtKB=P53256	RRP46	Exosome complex component RRP46;RRP46;PTN000237369;orthologs	molecular_function(GO:0003674);RNA binding(GO:0003723)	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000467);nuclear-transcribed mRNA catabolic process(GO:0000956);rRNA processing(GO:0006364);rRNA catabolic process(GO:0016075);U4 snRNA 3'-end processing(GO:0034475);nuclear mRNA surveillance(GO:0071028);nuclear polyadenylation-dependent rRNA catabolic process(GO:0071035);TRAMP-dependent tRNA surveillance pathway(GO:0071038);nuclear polyadenylation-dependent mRNA catabolic process(GO:0071042);poly(A)-dependent snoRNA 3'-end processing(GO:0071051)	nuclear exosome (RNase complex)(GO:0000176);cytoplasmic exosome (RNase complex)(GO:0000177);exosome (RNase complex)(GO:0000178);nucleus(GO:0005634);nucleolus(GO:0005730);cytoplasm(GO:0005737)
YEAST|SGD=S000001014|UniProtKB=P23179	SPO11	Meiosis-specific protein SPO11;SPO11;PTN000091218;orthologs	DNA binding(GO:0003677);chromatin binding(GO:0003682);DNA topoisomerase activity(GO:0003916);DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity(GO:0003918);ATP binding(GO:0005524);DNA end binding(GO:0045027);metal ion binding(GO:0046872)	meiotic DNA double-strand break processing(GO:0000706);DNA metabolic process(GO:0006259);meiosis I(GO:0007127);homologous chromosome pairing at meiosis(GO:0007129);synaptonemal complex assembly(GO:0007130);reciprocal meiotic recombination(GO:0007131);sexual reproduction(GO:0019953);sporulation resulting in formation of a cellular spore(GO:0030435);meiotic DNA double-strand break formation(GO:0042138);meiotic cell cycle(GO:0051321)	nuclear chromosome(GO:0000228);condensed nuclear chromosome(GO:0000794);nucleus(GO:0005634);nucleoplasm(GO:0005654);chromosome(GO:0005694);site of double-strand break(GO:0035861)
YEAST|SGD=S000005863|UniProtKB=P22023	KRE5	Killer toxin-resistance protein 5;KRE5;PTN000132125;orthologs	UDP-glucose:glycoprotein glucosyltransferase activity(GO:0003980);unfolded protein binding(GO:0051082)	protein glycosylation(GO:0006486);protein N-linked glycosylation via asparagine(GO:0018279);ERAD pathway(GO:0036503);fungal-type cell wall beta-glucan biosynthetic process(GO:0070880);cell wall organization(GO:0071555);UDP-glucosylation(GO:0097359)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum lumen(GO:0005788)
YEAST|SGD=S000004923|UniProtKB=Q04952	FKS3	1,3-beta-glucan synthase component FKS3;FKS3;PTN000787442;orthologs	1,3-beta-D-glucan synthase activity(GO:0003843);glycosyltransferase activity(GO:0016757)	(1->3)-beta-D-glucan biosynthetic process(GO:0006075);sporulation resulting in formation of a cellular spore(GO:0030435);ascospore wall assembly(GO:0030476);fungal-type cell wall polysaccharide biosynthetic process(GO:0051278);cell wall organization(GO:0071555)	1,3-beta-D-glucan synthase complex(GO:0000148);mitochondrion(GO:0005739);endoplasmic reticulum(GO:0005783);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000003549|UniProtKB=P47075	VTC4	Vacuolar transporter chaperone complex subunit 4;VTC4;PTN000082039;orthologs	inositol hexakisphosphate binding(GO:0000822);calmodulin binding(GO:0005516);polyphosphate kinase activity(GO:0008976);transferase activity(GO:0016740)	polyphosphate metabolic process(GO:0006797);polyphosphate biosynthetic process(GO:0006799);vacuolar transport(GO:0007034);microautophagy(GO:0016237);vacuole fusion, non-autophagic(GO:0042144)	fungal-type vacuole membrane(GO:0000329);autophagosome membrane(GO:0000421);cytoplasm(GO:0005737);vacuole(GO:0005773);vacuolar membrane(GO:0005774);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);cell cortex(GO:0005938);membrane(GO:0016020);cytoplasmic vesicle(GO:0031410);vacuolar transporter chaperone complex(GO:0033254);cell periphery(GO:0071944)
YEAST|SGD=S000005186|UniProtKB=P53855	ATG2	Autophagy-related protein 2;ATG2;PTN000324091;orthologs	phosphatidylinositol-3-phosphate binding(GO:0032266);protein-membrane adaptor activity(GO:0043495)	autophagosome assembly(GO:0000045);autophagy of mitochondrion(GO:0000422);pexophagy(GO:0000425);lipid transport(GO:0006869);autophagy(GO:0006914);protein transport(GO:0015031);autophagy of peroxisome(GO:0030242);cytoplasm to vacuole targeting by the Cvt pathway(GO:0032258);piecemeal microautophagy of the nucleus(GO:0034727);nucleophagy(GO:0044804);reticulophagy(GO:0061709);glycophagy(GO:0061723);intermembrane lipid transfer(GO:0120009)	phagophore assembly site(GO:0000407);cytoplasm(GO:0005737);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829);membrane(GO:0016020);phagophore assembly site membrane(GO:0034045);phagophore(GO:0061908)
YEAST|SGD=S000004100|UniProtKB=Q12127	CCW12	Covalently-linked cell wall protein 12;CCW12;;orthologs	structural constituent of cell wall(GO:0005199)	conjugation with cellular fusion(GO:0000747);agglutination involved in conjugation with cellular fusion(GO:0000752);fungal-type cell wall organization(GO:0031505);cell wall organization(GO:0071555)	fungal-type vacuole(GO:0000324);extracellular region(GO:0005576);cellular bud tip(GO:0005934);fungal-type cell wall(GO:0009277);membrane(GO:0016020);mating projection tip(GO:0043332);cell periphery(GO:0071944);side of membrane(GO:0098552)
YEAST|SGD=S000005350|UniProtKB=P53753	DSE4	Glucan endo-1,3-beta-D-glucosidase 1;DSE4;PTN000780988;orthologs	glucosidase activity(GO:0015926);hydrolase activity, acting on glycosyl bonds(GO:0016798);glucan endo-1,3-beta-D-glucosidase activity(GO:0042973);glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group(GO:0052861);glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group(GO:0052862)	polysaccharide catabolic process(GO:0000272);septum digestion after cytokinesis(GO:0000920);cell wall organization(GO:0071555)	extracellular region(GO:0005576);cellular bud scar(GO:0005621);cellular bud neck(GO:0005935);fungal-type cell wall(GO:0009277);cell surface(GO:0009986);cell septum(GO:0030428)
YEAST|SGD=S000000687|UniProtKB=P25341	KIN82	Serine_threonine-protein kinase KIN82;KIN82;PTN000682272;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	response to pheromone triggering conjugation with cellular fusion(GO:0000749);protein phosphorylation(GO:0006468);lipid transport(GO:0006869);phospholipid translocation(GO:0045332)	cellular_component(GO:0005575);nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000000684|UniProtKB=P15891	ABP1	Actin-binding protein;ABP1;PTN000089329;orthologs	actin binding(GO:0003779);actin filament binding(GO:0051015)	actin cortical patch assembly(GO:0000147);regulation of actin filament polymerization(GO:0030833);protein localization to actin cortical patch(GO:0044379);barbed-end actin filament capping(GO:0051016);positive regulation of Arp2/3 complex-mediated actin nucleation(GO:2000601)	cytoplasm(GO:0005737);cytoskeleton(GO:0005856);actin filament(GO:0005884);cell cortex(GO:0005938);site of polarized growth(GO:0030427);actin cortical patch(GO:0030479);cortical actin cytoskeleton(GO:0030864);mating projection tip(GO:0043332);cell periphery(GO:0071944)
YEAST|SGD=S000004652|UniProtKB=Q04660	ERB1	Ribosome biogenesis protein ERB1;ERB1;PTN000426814;orthologs	molecular_function(GO:0003674);ribonucleoprotein complex binding(GO:0043021)	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000463);maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000466);rRNA processing(GO:0006364);ribosome biogenesis(GO:0042254);ribosomal large subunit biogenesis(GO:0042273)	nucleus(GO:0005634);nucleoplasm(GO:0005654);nucleolus(GO:0005730);preribosome, large subunit precursor(GO:0030687);PeBoW complex(GO:0070545)
YEAST|SGD=S000003174|UniProtKB=P22137	CHC1	Clathrin heavy chain;CHC1;PTN000033533;orthologs	structural molecule activity(GO:0005198);clathrin light chain binding(GO:0032051)	intracellular protein transport(GO:0006886);Golgi to endosome transport(GO:0006895);endocytosis(GO:0006897);receptor-mediated endocytosis(GO:0006898);vesicle-mediated transport(GO:0016192);cortical actin cytoskeleton organization(GO:0030866)	cytosol(GO:0005829);clathrin-coated pit(GO:0005905);clathrin vesicle coat(GO:0030125);clathrin coat of trans-Golgi network vesicle(GO:0030130);clathrin coat of coated pit(GO:0030132);actin cortical patch(GO:0030479);cytoplasmic vesicle membrane(GO:0030659);cytoplasmic vesicle(GO:0031410);clathrin complex(GO:0071439);bounding membrane of organelle(GO:0098588)
YEAST|SGD=S000001304|UniProtKB=P40530	PKP1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 1, mitochondrial;PKP1;PTN000236696;orthologs	protein kinase activity(GO:0004672);pyruvate dehydrogenase (acetyl-transferring) kinase activity(GO:0004740);ATP binding(GO:0005524);kinase activity(GO:0016301)	protein phosphorylation(GO:0006468);regulation of glucose metabolic process(GO:0010906);protein-containing complex assembly(GO:0065003);regulation of mitophagy(GO:1901524)	mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
YEAST|SGD=S000006101|UniProtKB=Q08921	TCO89	Target of rapamycin complex 1 subunit TCO89;TCO89;PTN002736093;orthologs	molecular_function(GO:0003674)	regulation of cell growth(GO:0001558);glycerol metabolic process(GO:0006071);response to salt stress(GO:0009651);fungal-type cell wall organization(GO:0031505);TOR signaling(GO:0031929)	fungal-type vacuole membrane(GO:0000329);vacuole(GO:0005773);vacuolar membrane(GO:0005774);plasma membrane(GO:0005886);TORC1 complex(GO:0031931)
YEAST|SGD=S000000154|UniProtKB=P34223	SHP1	UBX domain-containing protein 1;SHP1;PTN002360263;orthologs	protein phosphatase regulator activity(GO:0019888);K48-linked polyubiquitin modification-dependent protein binding(GO:0036435);ubiquitin binding(GO:0043130)	autophagosome assembly(GO:0000045);glycogen metabolic process(GO:0005977);Golgi organization(GO:0007030);ascospore formation(GO:0030437);sister chromatid biorientation(GO:0031134);nuclear membrane reassembly(GO:0031468);piecemeal microautophagy of the nucleus(GO:0034727);ERAD pathway(GO:0036503);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161);membrane fusion(GO:0061025)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000000808|UniProtKB=P40010	NUG1	Nuclear GTP-binding protein NUG1;NUG1;PTN000120026;orthologs	RNA binding(GO:0003723);mRNA binding(GO:0003729);GTPase activity(GO:0003924);GTP binding(GO:0005525)	ribosomal large subunit export from nucleus(GO:0000055);maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000463);protein transport(GO:0015031);ribosome biogenesis(GO:0042254)	nucleus(GO:0005634);nucleolus(GO:0005730);preribosome, large subunit precursor(GO:0030687)
YEAST|SGD=S000004361|UniProtKB=Q05931	SSQ1	Iron-sulfur cluster biogenesis chaperone, mitochondrial;SSQ1;PTN000452606;orthologs	ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);unfolded protein binding(GO:0051082);ATP-dependent protein folding chaperone(GO:0140662)	intracellular iron ion homeostasis(GO:0006879);iron-sulfur cluster assembly(GO:0016226);protein refolding(GO:0042026);chaperone cofactor-dependent protein refolding(GO:0051085);protein maturation by iron-sulfur cluster transfer(GO:0097428);protein maturation by [2Fe-2S] cluster transfer(GO:0106034)	cytoplasm(GO:0005737);mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
