CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000001181|UniProtKB=P13130	SPS100	Sporulation-specific wall maturation protein;SPS100;;orthologs	molecular_function(GO:0003674)	sporulation resulting in formation of a cellular spore(GO:0030435);ascospore wall assembly(GO:0030476)	cellular_component(GO:0005575)
YEAST|SGD=S000005881|UniProtKB=Q08818	MSC6	Meiotic sister-chromatid recombination protein 6, mitochondrial;MSC6;;orthologs	mRNA binding(GO:0003729)	DNA recombination(GO:0006310);reciprocal meiotic recombination(GO:0007131);meiotic cell cycle(GO:0051321);mitochondrial translational initiation(GO:0070124)	mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
YEAST|SGD=S000004397|UniProtKB=Q06063	DUS4	tRNA-dihydrouridine(20a_20b) synthase [NAD(P)+];DUS4;PTN000118968;orthologs	oxidoreductase activity(GO:0016491);tRNA dihydrouridine synthase activity(GO:0017150);flavin adenine dinucleotide binding(GO:0050660);tRNA-dihydrouridine20a synthase activity(GO:0102266);tRNA-dihydrouridine20b synthase activity(GO:0102267);mRNA dihydrouridine synthase activity(GO:0106414)	tRNA dihydrouridine synthesis(GO:0002943);mRNA processing(GO:0006397);tRNA modification(GO:0006400);tRNA processing(GO:0008033)	cellular_component(GO:0005575)
YEAST|SGD=S000006116|UniProtKB=Q08951	APL5	AP-3 complex subunit delta;APL5;PTN000513073;orthologs	protein binding(GO:0005515)	protein targeting to vacuole(GO:0006623);intracellular protein transport(GO:0006886);Golgi to vacuole transport(GO:0006896);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)	cytoplasm(GO:0005737);Golgi apparatus(GO:0005794);endosome membrane(GO:0010008);membrane(GO:0016020);membrane coat(GO:0030117);AP-3 adaptor complex(GO:0030123);clathrin-coated vesicle membrane(GO:0030665);cytoplasmic vesicle(GO:0031410)
YEAST|SGD=S000004253|UniProtKB=P14291	RED1	Protein RED1;RED1;;orthologs	structural molecule activity(GO:0005198);chromatin DNA binding(GO:0031490)	synaptonemal complex assembly(GO:0007130);reciprocal meiotic recombination(GO:0007131);sporulation resulting in formation of a cellular spore(GO:0030435);meiotic cell cycle(GO:0051321);meiotic recombination checkpoint signaling(GO:0051598)	lateral element(GO:0000800);nucleus(GO:0005634)
YEAST|SGD=S000005747|UniProtKB=Q12283	MCT1	Malonyl CoA-acyl carrier protein transacylase, mitochondrial;MCT1;PTN000104954;orthologs	[acyl-carrier-protein] S-malonyltransferase activity(GO:0004314);transferase activity(GO:0016740);acyltransferase activity(GO:0016746)	fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633)	mitochondrion(GO:0005739)
YEAST|SGD=S000003293|UniProtKB=P38972	ADE6	Phosphoribosylformylglycinamidine synthase;ADE6;PTN000010099;orthologs	phosphoribosylformylglycinamidine synthase activity(GO:0004642);ATP binding(GO:0005524);ligase activity(GO:0016874);metal ion binding(GO:0046872)	purine nucleotide biosynthetic process(GO:0006164);'de novo' IMP biosynthetic process(GO:0006189);glutamine metabolic process(GO:0006541)	cytoplasm(GO:0005737)
YEAST|SGD=S000001325|UniProtKB=P40517	YRB2	Ran-specific GTPase-activating protein 2;YRB2;PTN000566798;orthologs	molecular_function(GO:0003674);GTPase activator activity(GO:0005096)	ribosomal small subunit export from nucleus(GO:0000056);NLS-bearing protein import into nucleus(GO:0006607);protein export from nucleus(GO:0006611);protein transport(GO:0015031);intracellular transport(GO:0046907)	nucleus(GO:0005634);nuclear pore(GO:0005643);cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000005855|UniProtKB=P51533	PDR10	ATP-dependent permease PDR10;PDR10;PTN000443119;orthologs	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);ABC-type transporter activity(GO:0140359)	replication-born double-strand break repair via sister chromatid exchange(GO:1990414);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)	fungal-type vacuole(GO:0000324);plasma membrane(GO:0005886);membrane(GO:0016020);cell periphery(GO:0071944)
YEAST|SGD=S000003099|UniProtKB=P53127	SNT2	E3 ubiquitin-protein ligase SNT2;SNT2;PTN000350855;orthologs	chromatin binding(GO:0003682);ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);cellular response to oxidative stress(GO:0034599);histone catabolic process(GO:0036205)	nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737);protein-DNA complex(GO:0032993);Lid2 complex(GO:0048189);Snt2C complex(GO:0070211)
YEAST|SGD=S000002476|UniProtKB=P32571	DOA4	Ubiquitin carboxyl-terminal hydrolase 4;DOA4;PTN000608575;orthologs	cysteine-type deubiquitinase activity(GO:0004843);cysteine-type peptidase activity(GO:0008234);zinc ion binding(GO:0008270)	regulation of DNA replication(GO:0006275);proteolysis(GO:0006508);ubiquitin-dependent protein catabolic process(GO:0006511);endocytosis(GO:0006897);ubiquitin recycling(GO:0010992);free ubiquitin chain depolymerization(GO:0010995);protein deubiquitination(GO:0016579);ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway(GO:0043162);intralumenal vesicle formation(GO:0070676);ATP export(GO:1904669)	proteasome complex(GO:0000502);cytoplasm(GO:0005737);mitochondrion(GO:0005739);endosome(GO:0005768);cytosol(GO:0005829);membrane(GO:0016020);late endosome membrane(GO:0031902)
YEAST|SGD=S000003513|UniProtKB=P53049	YOR1	Oligomycin resistance ATP-dependent permease YOR1;YOR1;PTN000658144;orthologs	ATP binding(GO:0005524);ABC-type xenobiotic transporter activity(GO:0008559);ABC-type glutathione S-conjugate transporter activity(GO:0015431);ABC-type cadmium transporter activity(GO:0015434);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	xenobiotic transport(GO:0042908);transmembrane transport(GO:0055085);cadmium ion transmembrane transport(GO:0070574)	plasma membrane(GO:0005886);membrane(GO:0016020);cell periphery(GO:0071944)
YEAST|SGD=S000003407|UniProtKB=P32476	ERG1	Squalene epoxidase ERG1;ERG1;PTN000089454;orthologs	squalene monooxygenase activity(GO:0004506);oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660)	ergosterol biosynthetic process(GO:0006696);sterol metabolic process(GO:0016125);sterol biosynthetic process(GO:0016126)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);lipid droplet(GO:0005811);membrane(GO:0016020)
YEAST|SGD=S000002260|UniProtKB=P15436	POL3	DNA polymerase delta catalytic subunit;POL3;PTN000035541;orthologs	nucleotide binding(GO:0000166);DNA binding(GO:0003677);DNA-directed DNA polymerase activity(GO:0003887);exonuclease activity(GO:0004527);zinc ion binding(GO:0008270);3'-5'-DNA exonuclease activity(GO:0008296);metal ion binding(GO:0046872);4 iron, 4 sulfur cluster binding(GO:0051539)	DNA replication(GO:0006260);DNA-templated DNA replication(GO:0006261);RNA-templated DNA biosynthetic process(GO:0006278);base-excision repair, gap-filling(GO:0006287);nucleotide-excision repair, DNA gap filling(GO:0006297);double-strand break repair via nonhomologous end joining(GO:0006303);DNA replication, removal of RNA primer(GO:0043137);DNA replication proofreading(GO:0045004);DNA-templated DNA replication maintenance of fidelity(GO:0045005);DNA biosynthetic process(GO:0071897)	nucleus(GO:0005634);replication fork(GO:0005657);cytosol(GO:0005829);intracellular membrane-bounded organelle(GO:0043231);delta DNA polymerase complex(GO:0043625)
YEAST|SGD=S000005853|UniProtKB=P19524	MYO2	Myosin-2;MYO2;PTN000321372;orthologs	microfilament motor activity(GO:0000146);cytoskeletal motor activity(GO:0003774);actin binding(GO:0003779);protein binding(GO:0005515);calmodulin binding(GO:0005516);ATP binding(GO:0005524);small GTPase binding(GO:0031267);actin filament binding(GO:0051015)	mitochondrion inheritance(GO:0000001);vacuole inheritance(GO:0000011);establishment of mitotic spindle orientation(GO:0000132);vesicle docking involved in exocytosis(GO:0006904);actin filament organization(GO:0007015);membrane addition at site of cytokinesis(GO:0007107);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192);vesicle transport along actin filament(GO:0030050);peroxisome inheritance(GO:0045033);intracellular distribution of mitochondria(GO:0048312);Golgi inheritance(GO:0048313);cell division(GO:0051301)	incipient cellular bud site(GO:0000131);fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);actin cytoskeleton(GO:0015629);membrane(GO:0016020);myosin complex(GO:0016459);transport vesicle(GO:0030133);filamentous actin(GO:0031941);vesicle(GO:0031982);actin filament bundle(GO:0032432);meiotic nuclear membrane microtubule tethering complex(GO:0034993);mating projection tip(GO:0043332);Myo2p-Vac17p-Vac8p transport complex(GO:0071563)
YEAST|SGD=S000003418|UniProtKB=P41895	TFG1	Transcription initiation factor IIF subunit alpha;TFG1;PTN000313962;orthologs	TFIIF-class transcription factor complex binding(GO:0001096);DNA binding(GO:0003677);RNA polymerase II general transcription initiation factor activity(GO:0016251);protein phosphatase activator activity(GO:0072542)	transcriptional start site selection at RNA polymerase II promoter(GO:0001174);transcription initiation at RNA polymerase II promoter(GO:0006367);transcription elongation by RNA polymerase II(GO:0006368);positive regulation of transcription elongation by RNA polymerase II(GO:0032968)	nucleus(GO:0005634);transcription factor TFIIF complex(GO:0005674)
YEAST|SGD=S000003191|UniProtKB=P53079	COG1	Conserved oligomeric Golgi complex subunit 1;COG1;;orthologs	protein-macromolecule adaptor activity(GO:0030674)	retrograde transport, vesicle recycling within Golgi(GO:0000301);intra-Golgi vesicle-mediated transport(GO:0006891);Golgi organization(GO:0007030);protein transport(GO:0015031);cytoplasm to vacuole targeting by the Cvt pathway(GO:0032258)	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794);membrane(GO:0016020);Golgi transport complex(GO:0017119)
YEAST|SGD=S000000874|UniProtKB=P40046	VTC1	Vacuolar transporter chaperone complex subunit 1;VTC1;;orthologs	mRNA binding(GO:0003729)	polyphosphate metabolic process(GO:0006797);polyphosphate biosynthetic process(GO:0006799);vacuolar transport(GO:0007034);microautophagy(GO:0016237);vacuole fusion, non-autophagic(GO:0042144)	fungal-type vacuole membrane(GO:0000329);autophagosome membrane(GO:0000421);cytoplasm(GO:0005737);vacuole(GO:0005773);vacuolar membrane(GO:0005774);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);cell cortex(GO:0005938);membrane(GO:0016020);cytoplasmic vesicle(GO:0031410);nuclear membrane(GO:0031965);vacuolar transporter chaperone complex(GO:0033254)
YEAST|SGD=S000000795|UniProtKB=P39924	HXT13	Hexose transporter HXT13;HXT13;PTN000628280;orthologs	carbohydrate:proton symporter activity(GO:0005351);fructose transmembrane transporter activity(GO:0005353);glucose transmembrane transporter activity(GO:0005355);mannose transmembrane transporter activity(GO:0015578);transmembrane transporter activity(GO:0022857)	carbohydrate transport(GO:0008643);hexose transmembrane transport(GO:0008645);fructose transmembrane transport(GO:0015755);mannose transmembrane transport(GO:0015761);sorbitol transmembrane transport(GO:0015795);mannitol transmembrane transport(GO:0015797);transmembrane transport(GO:0055085);proton transmembrane transport(GO:1902600);glucose transmembrane transport(GO:1904659)	endoplasmic reticulum(GO:0005783);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000003109|UniProtKB=P53119	HUL5	E3 ubiquitin-protein ligase HUL5;HUL5;PTN000135265;orthologs	transferase activity(GO:0016740);ubiquitin-ubiquitin ligase activity(GO:0034450);ubiquitin protein ligase activity(GO:0061630)	protein polyubiquitination(GO:0000209);ubiquitin-dependent protein catabolic process(GO:0006511);free ubiquitin chain polymerization(GO:0010994);protein ubiquitination(GO:0016567);cellular response to stress(GO:0033554);cellular response to heat(GO:0034605);ERAD pathway(GO:0036503)	proteasome complex(GO:0000502);nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000005041|UniProtKB=P50947	PHO23	Transcriptional regulatory protein PHO23;PHO23;PTN000036079;orthologs	zinc ion binding(GO:0008270);methylated histone binding(GO:0035064);metal ion binding(GO:0046872)	chromatin organization(GO:0006325);regulation of DNA-templated transcription(GO:0006355);negative regulation of transcription by RNA polymerase I(GO:0016479);cellular response to heat(GO:0034605);positive regulation of transcription by RNA polymerase II(GO:0045944);negative regulation of silent mating-type cassette heterochromatin formation(GO:0061186);negative regulation of rDNA heterochromatin formation(GO:0061188);positive regulation of invasive growth in response to glucose limitation(GO:2000219)	histone deacetylase complex(GO:0000118);chromatin(GO:0000785);nucleus(GO:0005634);Rpd3L complex(GO:0033698);Rpd3L-Expanded complex(GO:0070210)
YEAST|SGD=S000003664|UniProtKB=P08018	PBS2	MAP kinase kinase PBS2;PBS2;PTN000684661;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);MAP kinase kinase activity(GO:0004708);protein tyrosine kinase activity(GO:0004713);MAP-kinase scaffold activity(GO:0005078);protein binding(GO:0005515);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	MAPK cascade(GO:0000165);protein import into nucleus(GO:0006606);hyperosmotic response(GO:0006972);actin filament organization(GO:0007015);osmosensory signaling pathway(GO:0007231);osmosensory signaling pathway via Sho1 osmosensor(GO:0007232);p38MAPK cascade(GO:0038066);response to antibiotic(GO:0046677);cellular hyperosmotic response(GO:0071474)	cytoplasm(GO:0005737);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cytoplasmic stress granule(GO:0010494)
YEAST|SGD=S000003849|UniProtKB=P47134	BIR1	Protein BIR1;BIR1;PTN008216662;orthologs	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	mitotic spindle elongation(GO:0000022);apoptotic process(GO:0006915);chromosome segregation(GO:0007059);mitotic spindle assembly checkpoint signaling(GO:0007094);sister chromatid biorientation(GO:0031134);cell division(GO:0051301)	kinetochore(GO:0000776);nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739);spindle(GO:0005819);microtubule(GO:0005874);chromosome passenger complex(GO:0032133);spindle midzone(GO:0051233)
YEAST|SGD=S000005482|UniProtKB=P38925	SMF1	Manganese transporter SMF1;SMF1;PTN000194545;orthologs	manganese ion transmembrane transporter activity(GO:0005384);cadmium ion transmembrane transporter activity(GO:0015086);solute:proton symporter activity(GO:0015295);inorganic cation transmembrane transporter activity(GO:0022890);metal ion binding(GO:0046872);metal ion transmembrane transporter activity(GO:0046873)	copper ion transport(GO:0006825);iron ion transport(GO:0006826);manganese ion transport(GO:0006828);intracellular copper ion homeostasis(GO:0006878);cadmium ion transport(GO:0015691);metal ion transport(GO:0030001);intracellular manganese ion homeostasis(GO:0030026);iron ion transmembrane transport(GO:0034755);cadmium ion transmembrane transport(GO:0070574);manganese ion transmembrane transport(GO:0071421);proton transmembrane transport(GO:1902600)	fungal-type vacuole(GO:0000324);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000005643|UniProtKB=P33297	RPT5	26S proteasome regulatory subunit 6A;RPT5;PTN000553093;orthologs	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);proteasome-activating activity(GO:0036402)	ubiquitin-dependent protein catabolic process(GO:0006511);positive regulation of macromolecule metabolic process(GO:0010604);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161);positive regulation of RNA polymerase II transcription preinitiation complex assembly(GO:0045899);proteasome regulatory particle assembly(GO:0070682);positive regulation of proteasomal protein catabolic process(GO:1901800)	proteasome complex(GO:0000502);nucleus(GO:0005634);cytoplasm(GO:0005737);proteasome regulatory particle, base subcomplex(GO:0008540)
YEAST|SGD=S000000038|UniProtKB=P13365	CLN3	G1_S-specific cyclin CLN3;CLN3;PTN000020175;orthologs	cyclin-dependent protein serine/threonine kinase regulator activity(GO:0016538)	regulation of cyclin-dependent protein serine/threonine kinase activity(GO:0000079);G1/S transition of mitotic cell cycle(GO:0000082);regulation of protein phosphorylation(GO:0001932);regulation of transcription by RNA polymerase II(GO:0006357);vacuole organization(GO:0007033);traversing start control point of mitotic cell cycle(GO:0007089);vacuole fusion, non-autophagic(GO:0042144);cell division(GO:0051301)	cyclin-dependent protein kinase holoenzyme complex(GO:0000307);nucleus(GO:0005634);cytoplasm(GO:0005737);spindle pole body(GO:0005816)
YEAST|SGD=S000002242|UniProtKB=Q07478	SUB2	ATP-dependent RNA helicase SUB2;SUB2;PTN002776530;orthologs	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);mRNA binding(GO:0003729);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	mRNA splicing, via spliceosome(GO:0000398);transcription-coupled nucleotide-excision repair(GO:0006283);transcription elongation by RNA polymerase II(GO:0006368);mRNA processing(GO:0006397);mRNA export from nucleus(GO:0006406);RNA splicing(GO:0008380);gene expression(GO:0010467);mRNA 3'-end processing(GO:0031124);subtelomeric heterochromatin formation(GO:0031509);mRNA transport(GO:0051028)	transcription export complex(GO:0000346);chromosome, telomeric region(GO:0000781);nucleus(GO:0005634);spliceosomal complex(GO:0005681);cytoplasm(GO:0005737)
YEAST|SGD=S000002286|UniProtKB=Q99385	VCX1	Vacuolar calcium ion transporter;VCX1;PTN000771881;orthologs	calcium:proton antiporter activity(GO:0015369);potassium:proton antiporter activity(GO:0015386);metal ion binding(GO:0046872)	calcium ion transport(GO:0006816);intracellular calcium ion homeostasis(GO:0006874);transmembrane transport(GO:0055085);calcium ion transmembrane transport(GO:0070588);potassium ion transmembrane transport(GO:0071805);proton transmembrane transport(GO:1902600)	fungal-type vacuole(GO:0000324);fungal-type vacuole membrane(GO:0000329);vacuole(GO:0005773);vacuolar membrane(GO:0005774);membrane(GO:0016020)
YEAST|SGD=S000001887|UniProtKB=P43583	BLM10	Proteasome activator BLM10;BLM10;PTN000793578;orthologs	peptidase activator activity(GO:0016504);lysine-acetylated histone binding(GO:0070577);proteasome binding(GO:0070628)	DNA repair(GO:0006281);proteasomal ubiquitin-independent protein catabolic process(GO:0010499);proteasome assembly(GO:0043248);regulation of proteasomal protein catabolic process(GO:0061136);proteasome storage granule assembly(GO:1902906);proteasome core complex import into nucleus(GO:1990236)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);proteasome storage granule(GO:0034515)
YEAST|SGD=S000001811|UniProtKB=P0CE68	NFT1	ABC transporter NFT1;NFT1;PTN002384297;orthologs	molecular_function(GO:0003674);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);ABC-type transporter activity(GO:0140359)	macroautophagy(GO:0016236);transmembrane transport(GO:0055085)	fungal-type vacuole membrane(GO:0000329);membrane(GO:0016020)
YEAST|SGD=S000004680|UniProtKB=Q04779	RCO1	Transcriptional regulatory protein RCO1;RCO1;PTN001236208;orthologs	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	chromatin organization(GO:0006325);regulation of transcription by RNA polymerase II(GO:0006357);transcription elongation by RNA polymerase II(GO:0006368);regulation of DNA-templated DNA replication initiation(GO:0030174);positive regulation of transcription by RNA polymerase II(GO:0045944);negative regulation of antisense RNA transcription(GO:0060195)	histone deacetylase complex(GO:0000118);nucleus(GO:0005634);Rpd3S complex(GO:0032221)
YEAST|SGD=S000001309|UniProtKB=P40528	SYG1	Protein SYG1;SYG1;PTN000081943;orthologs	inositol hexakisphosphate binding(GO:0000822);molecular_function(GO:0003674);phosphate transmembrane transporter activity(GO:0005315)	phosphate ion transport(GO:0006817);signal transduction(GO:0007165);cellular response to phosphate starvation(GO:0016036)	fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);mitochondrion(GO:0005739);Golgi apparatus(GO:0005794);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000004773|UniProtKB=Q03824	INP2	Inheritance of peroxisomes protein 2;INP2;;orthologs	protein-membrane adaptor activity(GO:0043495)	peroxisome inheritance(GO:0045033)	cytoplasm(GO:0005737);peroxisome(GO:0005777);peroxisomal membrane(GO:0005778);membrane(GO:0016020)
YEAST|SGD=S000002399|UniProtKB=P35688	LRG1	Rho-GTPase-activating protein LRG1;LRG1;PTN000571323;orthologs	GTPase activator activity(GO:0005096);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	cytogamy(GO:0000755);signal transduction(GO:0007165);actin cytoskeleton organization(GO:0030036);sporulation resulting in formation of a cellular spore(GO:0030435);negative regulation of Rho protein signal transduction(GO:0035024);regulation of fungal-type cell wall organization(GO:0060237);negative regulation of protein kinase C signaling(GO:0090038);regulation of cell wall (1->3)-beta-D-glucan biosynthetic process(GO:0090334)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);mitochondrion(GO:0005739);cellular bud(GO:0005933);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);site of polarized growth(GO:0030427);mating projection tip(GO:0043332)
YEAST|SGD=S000004301|UniProtKB=P04821	CDC25	Cell division control protein 25;CDC25;PTN000561789;orthologs	guanyl-nucleotide exchange factor activity(GO:0005085)	traversing start control point of mitotic cell cycle(GO:0007089);small GTPase-mediated signal transduction(GO:0007264);Ras protein signal transduction(GO:0007265);cell division(GO:0051301);regulation of cell cycle(GO:0051726)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000003620|UniProtKB=P47029	ALY2	Arrestin-related trafficking adapter 3;ALY2;PTN000127506;orthologs	protein-macromolecule adaptor activity(GO:0030674);ubiquitin protein ligase binding(GO:0031625)	regulation of intracellular transport(GO:0032386);regulation of intracellular pH(GO:0051453);ubiquitin-dependent endocytosis(GO:0070086);cellular response to L-arginine(GO:1903577);positive regulation of ubiquitin-dependent endocytosis(GO:2000397)	cytoplasm(GO:0005737);early endosome(GO:0005769);late endosome(GO:0005770);cytosol(GO:0005829)
YEAST|SGD=S000005421|UniProtKB=Q12296	MAM3	Protein MAM3;MAM3;PTN000249033;orthologs	molecular_function(GO:0003674)	mitochondrion organization(GO:0007005);magnesium ion homeostasis(GO:0010960);intracellular magnesium ion homeostasis(GO:0010961);intracellular manganese ion homeostasis(GO:0030026)	fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);vacuole(GO:0005773);vacuolar membrane(GO:0005774);endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
YEAST|SGD=S000005269|UniProtKB=P42837	FIG4	Polyphosphoinositide phosphatase;FIG4;PTN000127990;orthologs	hydrolase activity(GO:0016787);phosphatidylinositol bisphosphate phosphatase activity(GO:0034593);phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity(GO:0043813)	phosphatidylinositol-3-phosphate biosynthetic process(GO:0036092);phosphatidylinositol dephosphorylation(GO:0046856)	fungal-type vacuole membrane(GO:0000329);vacuole(GO:0005773);vacuolar membrane(GO:0005774);membrane(GO:0016020);nuclear periphery(GO:0034399);intracellular membrane-bounded organelle(GO:0043231);PAS complex(GO:0070772)
YEAST|SGD=S000003465|UniProtKB=P17442	PHO81	Phosphate system positive regulatory protein PHO81;PHO81;PTN000081978;orthologs	cyclin-dependent protein serine/threonine kinase inhibitor activity(GO:0004861);phosphoric diester hydrolase activity(GO:0008081)	lipid metabolic process(GO:0006629);phosphate-containing compound metabolic process(GO:0006796);cellular response to phosphate starvation(GO:0016036)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000002275|UniProtKB=Q07533	CYK3	Cytokinesis protein 3;CYK3;PTN008201354;orthologs	enzyme regulator activity(GO:0030234)	cell division(GO:0051301);mitotic division septum assembly(GO:0140278);secondary cell septum biogenesis(GO:1990344)	cellular bud neck contractile ring(GO:0000142);nucleus(GO:0005634);cytoplasm(GO:0005737);cellular bud neck(GO:0005935);HICS complex(GO:0044697);mitotic actomyosin contractile ring(GO:0110085)
YEAST|SGD=S000001282|UniProtKB=P40545	HIS4	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase;HIS6;PTN000475806;orthologs	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity(GO:0003949);isomerase activity(GO:0016853)	L-histidine biosynthetic process(GO:0000105);tryptophan biosynthetic process(GO:0000162);small molecule metabolic process(GO:0044281)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000005913|UniProtKB=P05066	PHR1	Deoxyribodipyrimidine photo-lyase, mitochondrial;PHR1;PTN000155950;orthologs	nucleotide binding(GO:0000166);DNA binding(GO:0003677);mRNA binding(GO:0003729);deoxyribodipyrimidine photo-lyase activity(GO:0003904);lyase activity(GO:0016829);FAD binding(GO:0071949);organic cyclic compound binding(GO:0097159)	photoreactive repair(GO:0000719);nucleobase-containing compound metabolic process(GO:0006139);DNA repair(GO:0006281);response to stress(GO:0006950);circadian regulation of gene expression(GO:0032922);entrainment of circadian clock by photoperiod(GO:0043153)	nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739)
YEAST|SGD=S000000931|UniProtKB=P38990	SAK1	SNF1-activating kinase 1;SAK1;PTN000680333;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	regulation of glycogen biosynthetic process(GO:0005979);protein phosphorylation(GO:0006468);cellular response to glucose starvation(GO:0042149);regulation of DNA-templated DNA replication(GO:0090329);regulation of protein localization to nucleus(GO:1900180);regulation of pseudohyphal growth(GO:2000220)	cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000002976|UniProtKB=P05030	PMA1	Plasma membrane ATPase 1;PMA1;PTN000644071;orthologs	ATP binding(GO:0005524);P-type proton-exporting transporter activity(GO:0008553);P-type ion transporter activity(GO:0015662);ATP hydrolysis activity(GO:0016887);ATPase-coupled monoatomic cation transmembrane transporter activity(GO:0019829);inorganic cation transmembrane transporter activity(GO:0022890);metal ion binding(GO:0046872)	regulation of intracellular pH(GO:0051453);transmembrane transport(GO:0055085);inorganic cation transmembrane transport(GO:0098662);proton export across plasma membrane(GO:0120029);proton transmembrane transport(GO:1902600);proteasome storage granule assembly(GO:1902906);positive regulation of TORC1 signaling(GO:1904263)	mitochondrion(GO:0005739);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020);eisosome(GO:0032126);membrane raft(GO:0045121)
YEAST|SGD=S000005215|UniProtKB=P41832	BNI1	Protein BNI1;BNI1;PTN000575766;orthologs	actin binding(GO:0003779);profilin binding(GO:0005522);small GTPase binding(GO:0031267)	establishment of mitotic spindle orientation(GO:0000132);budding cell apical bud growth(GO:0007118);actin cytoskeleton organization(GO:0030036);regulation of protein localization(GO:0032880);regulation of actin cytoskeleton organization(GO:0032956);actin nucleation(GO:0045010);barbed-end actin filament capping(GO:0051016);actin filament bundle assembly(GO:0051017);cell division(GO:0051301);formin-nucleated actin cable assembly(GO:0070649);cellular hyperosmotic response(GO:0071474);mitotic actomyosin contractile ring assembly(GO:1903475)	incipient cellular bud site(GO:0000131);polarisome(GO:0000133);prospore membrane(GO:0005628);cytoplasm(GO:0005737);cytosol(GO:0005829);cytoskeleton(GO:0005856);actin filament(GO:0005884);plasma membrane(GO:0005886);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938);actin cytoskeleton(GO:0015629);cell division site(GO:0032153);cell projection(GO:0042995);mating projection tip(GO:0043332)
